"subject","study","condition","pretty_condition","session","exp_id","sona_id","pool","mode","attn_check","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","totaltime_m"
"1HFPM","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","6110b67f3b6cabace267cdd8","prolific","asynch","TRUE","I tried my best on most questions",5,2,3,"",26,"United States","English","Graduate Degree","Social Sciences (incl. CogSci)","Female","no","chrome",1440,708,"Mac OS","2022-08-27T02:23:57.791Z","success","summer22",1,3,12.0065333333333
"PWPHH","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","580cab86b869700001d71628","prolific","asynch","TRUE","I tried my best on each question",5,1,1,"The graph was convoluted. The last 4 boxes weren't interactive and I couldn't click into them.",59,"United States","English","Bachelors Degree","Math or Computer Sciences","Female","No","chrome",1770,888,"Mac OS","2022-08-27T02:22:33.039Z","success","summer22",5.5,0,13.2520166666667
"UJSVE","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","","","prolific","asynch","TRUE","I tried my best on each question",3,3,5,"There was definitely a brief acclimation period while trying to decipher the graph. Initially I understood the shift time and start time, but it took a few tries before I completely figured out how to correctly read the graph. The entire thing appearing slanted seemed to make this *appear* more difficult, but again once I finally understood how to read it, answering the rest of the questions was significantly easier. I certainly tried my best throughout, and hope my input is helpful! Thank you and best of luck with your research!",57,"United States of America","English","Associates Degree","Biomedical & Health Sciences","Male","No, none","chrome",1440,821,"Mac OS","2022-08-25T05:07:38.078Z","success","summer22",1,9,20.8678
"20DU0","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62f406ea9d51a0dd13658afd","prolific","asynch","TRUE","I tried my best on each question",5,4,5,"",22,"United States","English","Bachelors Degree","Math or Computer Sciences","Male","No","chrome",1920,929,"Windows 10","2022-08-25T22:20:45.570Z","success","summer22",2,4,7.4849
"X52QK","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","6111c4865701e1ba367af3e3","prolific","asynch","TRUE","I tried my best on each question",4,2,1,"The diagram is prettyconfusing.",24,"USA","English","Graduate Degree","Math or Computer Sciences","Female","","chrome",1536,746,"Windows 10","2022-08-27T02:25:21.076Z","success","summer22",1,0,9.84478333333333
"81F7D","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5c0b388b9c7b1100015ab55f","prolific","asynch","TRUE","I tried my best on each question",3,4,3,"",54,"usa","English","Bachelors Degree","Math or Computer Sciences","Female","","chrome",1600,712,"Windows 10","2022-08-27T02:31:42.490Z","success","summer22",1,0,12.0017166666667
"DTFTN","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5f749e4414255d06fa4e1e90","prolific","asynch","TRUE","I tried my best on each question",2,4,3,"I think I misclicked on the last question and only marked X instead of X and K.",35,"United States","English","Secondary School/Highschool","Math or Computer Sciences","Male","None","chrome",2560,1289,"Windows 10","2022-08-25T22:21:28.225Z","success","summer22",1,11,6.8574
"68C4Y","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","610b680457bee69e470c1b13","prolific","asynch","TRUE","I tried my best on each question",2,2,2,"",20,"United States","English","some college","Biomedical & Health Sciences","Female","N/A","chrome",1536,722,"Windows 10","2022-08-25T15:22:59.848Z","success","summer22",1,8,16.0044666666667
"T4H63","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5be299deca095c0001ba3035","prolific","asynch","TRUE","I tried my best on each question",3,3,5,"",25,"United States","English","some college","Humanities","Male","","chrome",1440,793,"Mac OS","2022-08-26T04:00:56.555Z","success","summer22",1,2,5.33871666666667
"5MQ0T","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5a02083e087f2e0001eadbdb","prolific","asynch","FALSE","I tried my best on each question",2,3,4,"It took me awhile to read the grid correctly I think.",49,"USA","English","Bachelors Degree","Math or Computer Sciences","Female","No","chrome",1366,768,"Windows 10","2022-08-26T20:23:23.431Z","success","summer22",1,8,13.1265833333333
"PL70M","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","60e9e8092cfc1f464753dd71","prolific","asynch","TRUE","I tried my best on each question",4,3,4,"It seemed like it got progresively harder",59,"US","English","Bachelors Degree","Math or Computer Sciences","Male","no","chrome",1280,800,"Windows 7","2022-08-25T22:20:53.655Z","success","summer22",3,6,14.4663
"DFTRY","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5edb15e94aaed578887b44ae","prolific","asynch","TRUE","I tried my best on each question",5,1,3,"this was hard for me and I did not know how to read the graph",22,"united states","English","Secondary School/Highschool","Fine Arts","Female","no","chrome",1536,750,"Windows 10","2022-08-27T02:25:29.293Z","success","summer22",1,1,9.27201666666667
"SMJ76","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62c71e41af2bc57590b548e8","prolific","asynch","TRUE","I tried my best on each question",5,1,4,"Having never before experienced this type of graph, I had no clue how to read it.",41,"United States","English","some college","Natural Sciences","Male","","chrome",1920,1080,"Windows 10","2022-08-27T02:36:30.111Z","success","summer22",5,5,9.80781666666667
"E1S0T","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","61009e5b415d7b1a97130cb5","prolific","asynch","TRUE","I tried my best on each question",5,2,3,"I don't think I understood the graph for the first group of questions, but then I think I understood it towards the end.",40,"United States","English","Graduate Degree","Humanities","Female","No","chrome",1500,889,"Windows 10","2022-08-26T03:37:35.621Z","success","summer22",1,7,19.3671
"H3M96","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5b33a01fa8327d0001003821","prolific","asynch","FALSE","I tried my best on each question",5,3,5,"It took me awhile to figure out how to read the graph, so I don't know how many I actually got right, but I tried and took a lot of time figuring it out, especially the ones about sharing a break. Those took most of the time to figure out.",69,"USA","English","Secondary School/Highschool","Math or Computer Sciences","Female","none. I could not accurately answer the question about my major area of study because I am not a student(I wasn't aware it was a qualifier to do study)and I just clicked any","chrome",1366,768,"Windows 8.1","2022-08-26T20:22:56.333Z","success","summer22",1,7,42.70095
"TRYFZ","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5ed081544e61f3163c036286","prolific","asynch","TRUE","I tried my best on each question",5,1,1,"The last row of check boxes were not selectable",24,"United States","English","Bachelors Degree","Natural Sciences","Female","no","chrome",1920,929,"Windows 10","2022-08-27T02:25:29.914Z","success","summer22",2,5,5.92918333333333
"8TYAE","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62c63900eeac5a077bc98e74","prolific","asynch","TRUE","I tried my best on most questions",5,3,4,"I was confused about which diagonal to use as duration.",74,"United States","English","Bachelors Degree","Fine Arts","Female","Age","chrome",1536,722,"Windows 10","2022-08-25T15:41:38.603Z","success","summer22",1,3,17.74555
"RYLJA","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5b9845dfae52a00001482c02","prolific","asynch","TRUE","I tried my best on each question",5,3,4,"It was a little disorienting with the grid and all the numbers trying to sort out when shifts ended and other things",37,"USA","English","Bachelors Degree","Math or Computer Sciences","Male","no","chrome",2560,1279,"Windows 10","2022-08-27T02:30:41.258Z","success","summer22",1,0,8.83071666666667
"VH5OY","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","610b164074738771ef9acb0a","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"",22,"United States of America","English","Bachelors Degree","Biomedical & Health Sciences","Female","No","chrome",1440,789,"Mac OS","2022-08-27T02:25:18.216Z","success","summer22",1,0,13.5110666666667
"3ZSFP","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","6100fcc12f3ecc9681b736ac","prolific","asynch","TRUE","I tried my best on each question",4,4,3,"",26,"United States","English","Graduate Degree","Humanities","Female","","chrome",1504,860,"Windows 10","2022-08-26T19:21:26.638Z","success","summer22",3,7,17.3574833333333
"6FKSW","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","610737f2bfe377758a006dbc","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"",22,"The United States","English","Bachelors Degree","Humanities","Other-Not Listed","","chrome",1600,757,"Windows 10","2022-08-26T16:08:05.945Z","success","summer22",1,11,9.3788
"6DSH8","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","6302ae2ba601525d5dbb4af5","prolific","asynch","TRUE","I tried my best on most questions",4,3,2,"This was hard. Umm to answer the question, nothing though. ",20,"United States","English","some college","Biomedical & Health Sciences","Male","No","chrome",1536,714,"Windows 10","2022-08-25T15:52:26.960Z","success","summer22",1,3,11.37525
"GV92N","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","5cbc97cd214b1a0001ccfa53","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"I spent most of the time with my head tilted in order to get a clear line of sight on the data, almost resorted to using a straight edge to line up the intersections so could see where data aligned.  Would not find that particular chart useful.  ",69,"usa","English","Graduate Degree","Social Sciences (incl. CogSci)","Female","none","chrome",1600,757,"Windows 10","2022-07-20T19:16:40.451Z","success","summer22",1,0,20.2498
"3P0OG","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5cdad620eae6f70019d4e950","prolific","asynch","FALSE","I tried my best on each question",4,1,4,"It was thought provoking.",33,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","","chrome",1920,969,"Windows 10","2022-08-27T02:23:46.062Z","success","summer22",2,1,12.0571833333333
