"subject","mode","pretty_condition","question","score"
"Y7K5L","asynch","arrow",9,1
"Y7K5L","asynch","arrow",10,2
"Y7K5L","asynch","arrow",11,1.5
"Y7K5L","asynch","arrow",12,1
"Y7K5L","asynch","arrow",13,2
"P76NE","asynch","arrow",1,0.5
"P76NE","asynch","arrow",2,1
"P76NE","asynch","arrow",3,2
"P76NE","asynch","arrow",4,1.5
"P76NE","asynch","arrow",5,1
"P76NE","asynch","arrow",6,2
"P76NE","asynch","arrow",7,1.5
"P76NE","asynch","arrow",8,2
"P76NE","asynch","arrow",9,3
"P76NE","asynch","arrow",10,4
"P76NE","asynch","arrow",11,5
"P76NE","asynch","arrow",12,6
"P76NE","asynch","arrow",13,7
"S0TJN","asynch","arrow",1,-1
"S0TJN","asynch","arrow",2,-0.5
"S0TJN","asynch","arrow",3,-1
"S0TJN","asynch","arrow",4,-1.5
"S0TJN","asynch","arrow",5,-0.5
"S0TJN","asynch","arrow",6,-1.5
"S0TJN","asynch","arrow",7,-2
"S0TJN","asynch","arrow",8,-2.5
"S0TJN","asynch","arrow",9,-3.5
"S0TJN","asynch","arrow",10,-4.5
"S0TJN","asynch","arrow",11,-5
"S0TJN","asynch","arrow",12,-4
"S0TJN","asynch","arrow",13,-3
"HS3VB","asynch","arrow",1,-1
"HS3VB","asynch","arrow",2,-2
"HS3VB","asynch","arrow",3,-1
"HS3VB","asynch","arrow",4,0
"HS3VB","asynch","arrow",5,1
"HS3VB","asynch","arrow",6,2
"HS3VB","asynch","arrow",7,1.5
"HS3VB","asynch","arrow",8,2.5
"HS3VB","asynch","arrow",9,3.5
"HS3VB","asynch","arrow",10,4.5
"HS3VB","asynch","arrow",11,5.5
"HS3VB","asynch","arrow",12,6.5
"HS3VB","asynch","arrow",13,7.5
"4HKVT","asynch","arrow",1,-1
"4HKVT","asynch","arrow",2,-1.5
"4HKVT","asynch","arrow",3,-2.5
"4HKVT","asynch","arrow",4,-3.5
"4HKVT","asynch","arrow",5,-2.5
"4HKVT","asynch","arrow",6,-3.5
"4HKVT","asynch","arrow",7,-4.5
"4HKVT","asynch","arrow",8,-5
"4HKVT","asynch","arrow",9,-6
"4HKVT","asynch","arrow",10,-7
"4HKVT","asynch","arrow",11,-8
"4HKVT","asynch","arrow",12,-9
"4HKVT","asynch","arrow",13,-10
"B4JZK","asynch","arrow",1,-1
"B4JZK","asynch","arrow",2,-2
"B4JZK","asynch","arrow",3,-1.5
"B4JZK","asynch","arrow",4,-2
"B4JZK","asynch","arrow",5,-2
"B4JZK","asynch","arrow",6,-3
"B4JZK","asynch","arrow",7,-2
"B4JZK","asynch","arrow",8,-2
"B4JZK","asynch","arrow",9,-3
"B4JZK","asynch","arrow",10,-4
"B4JZK","asynch","arrow",11,-5
"B4JZK","asynch","arrow",12,-6
"B4JZK","asynch","arrow",13,-7
"J100R","asynch","arrow",1,-1
"J100R","asynch","arrow",2,-2
"J100R","asynch","arrow",3,-3
"J100R","asynch","arrow",4,-4
"J100R","asynch","arrow",5,-3
"J100R","asynch","arrow",6,-4
