"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","ROTATION","SHAPE","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"SMJ76","11311331","TRI-90","SGC4C","summer22","asynch","Male",41,"English",NA,"United States","I tried my best on each question","5","1","4","Having never before experienced this type of graph, I had no clue how to read it.","",9.80781666666667,"5","chrome","1920","1080","90","TRI",5.66266233766234,0.190581232492997,7.12083333333333,0,0,5,5,5.5,0.384615384615385,5.08583333333333,23.4730769230769,6.88,81.246,5,1,5,0,2,5,2,0,1,1,"Triangular",81.246,0,-1,"Orthogonal",39.258,0,"Tversky",25.198,0,"?",16.325,2,2,3.21391666666667,3,3.5,1.87191666666667
"SQZ9U","113","TRI-0","SGC4D","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on each question","4","3","3","Nothing","ADHD",9.3448,"1","chrome","1792","984","0","TRI",-0.586179506767742,11.8333333333333,-0.217679379444085,0,0,0,0,-12.5,0,6.27065,28.9414615384615,7.39,112.577,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",15.44,0,-1,"Orthogonal",112.577,0,"Orthogonal",19.179,0,"Orthogonal",45.614,0,-4.5,2.89098333333333,0,-8,3.37966666666667
"SR3BY","11111331","ORTH-90","SGC4C","summer22","asynch","Female",27,"English",NA,"United States","I tried my best on each question","5","1","2","","",6.9368,"1","chrome","1920","1081","90","ORTH",1.50240592740593,0.346991488903254,3.91771978021978,0,0,2,2,-0.5,0.153846153846154,3.69188333333333,17.0394615384615,7.533,41.165,2,2,4,0,5,4,5,0,0,-0.5,"?",13.744,0,-0.5,"?",21.379,0,"Tversky",12.486,0,"Tversky",21.159,1,0,1.3585,1,-0.5,2.33338333333333
"SSKFO","113112","TRI-45","SGC4C","summer22","asynch","Female",53,"English",NA,"USA","I tried my best on each question","3","4","4","The shape of the chart was interesting, but I would have found it a bit easier if the text on the axis was aligned upright for reading instead of tilted.","no",18.26795,"2","chrome","1280","689","45","TRI",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,11.7180666666667,54.0833846153846,6.491,112.715,13,0,0,0,0,0,0,0,1,1,"Triangular",25.634,1,1,"Triangular",102.054,1,"Triangular",25.01,1,"Triangular",112.715,5,5,3.8913,8,8,7.82676666666667
"STJP3","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.24343333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.46876666666667,29.8558461538462,5.435,90.977,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",32.404,0,-1,"Orthogonal",90.977,0,"Orthogonal",16.137,0,"Orthogonal",36.316,0,-5,3.37258333333333,0,-8,3.09618333333333
"SUF5R","11111221","ORTH-45","SGC4C","summer22","asynch","Male",22,"English",NA,"United States","I tried my best on each question","5","2","1","","N/A",6.14088333333333,"2","chrome","3440","1329","45","ORTH",4.74550547491724,-1.34050851109675,6.9078431372549,0,0,5,5,6,0.384615384615385,4.01755,18.5425384615385,6.128,41.869,5,0,5,0,3,5,3,0,1,1,"Triangular",40.617,0,0.5,"Tversky",14.7,1,"Triangular",41.869,0,"Tversky",17.065,2,3.5,1.60395,3,2.5,2.4136
"SV1K5","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.34288333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.55046666666667,30.2329230769231,10.337,72.391,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",14.688,0,-1,"Orthogonal",53.012,0,"Orthogonal",36.954,0,"Orthogonal",41.152,0,-5,2.32955,0,-8,4.22091666666667
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch","Female",24,"English",NA,"United States","I tried my best on each question","3","4","4","","",5.86446666666667,"1","chrome","1335","705","45","ORTH",12,-0.540508511096746,8.16666666666667,0,0,12,12,11.5,0.923076923076923,3.61288333333333,16.6748461538462,5.264,42.441,12,0,0,0,1,0,1,0,1,1,"Triangular",24.292,0,-0.5,"?",21.326,1,"Triangular",16.814,1,"Triangular",22.454,4,3.5,1.14473333333333,8,8,2.46815
"T4H63","11111331","ORTH-90","SGC4C","summer22","asynch","Male",25,"English",NA,"United States","I tried my best on each question","3","3","5","","",5.33871666666667,"1","chrome","1440","793","90","ORTH",0.613553113553114,4.42080101271278,1.56779250161603,0,0,2,2,-5.5,0.153846153846154,3.51686666666667,16.2316923076923,7.228,38.752,2,6,1,0,4,1,4,0,0,-1,"Orthogonal",7.228,1,1,"Triangular",11.881,0,"Orthogonal",33.288,0,"Orthogonal",9.605,1,-1,1.04583333333333,1,-4.5,2.47103333333333
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch","Male",65,"English",NA,"United States","I tried my best on each question","2","5","2","I use a 42 inch monitor but still had to go to full screen to comply with your initial screen size screening (no pun intended).  Perhaps pixel measurements are insufficient.","no",15.1849,"2","chrome","1280","720","45","TRI",11.9375,-0.478008511096746,7.68974358974359,0,0,11,12,12.5,0.923076923076923,9.22991666666667,42.5996153846154,8.585,91.978,12,0,1,0,0,1,0,0,1,1,"Triangular",65.974,1,1,"Triangular",33.784,1,"Triangular",91.978,0,"Tversky",85.458,5,5,3.15131666666667,7,7.5,6.0786
"TD0NU","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.74518333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.452250935339171,11.4230769230769,-0.664350355526826,0,0,0,0,-12.5,0,6.34816666666667,29.2992307692308,5.295,58.943,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",25.579,0,-0.5,"?",58.943,0,"Orthogonal",16.887,0,"Orthogonal",37.96,0,-4.5,2.73041666666667,0,-8,3.61775
"TDBLB","11111331","ORTH-90","SGC4C","summer22","asynch","Male",33,"English",NA,"United States","I tried my best on each question","4","4","2","At the beginning I didnt really understand the graph and it was very hard, but after the first 4 or so I finally had an epiphany and figured it out and was able to determine the graph and figure out the answer to the questions","I have none",21.6181833333333,"3","chrome","1536","746","90","ORTH",-0.719512840101075,10.6904761904762,-0.217679379444085,0,0,0,0,-11.5,0,10.9661,50.6127692307692,7.822,95.759,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",22.213,0,-1,"Orthogonal",95.759,0,"Orthogonal",26.915,0,"Orthogonal",92.041,0,-3.5,5.19301666666667,0,-8,5.77308333333333
"TF614","11311331","TRI-90","SGC4C","summer22","asynch","Male",56,"English",NA,"United States","I tried my best on most questions","5","2","4","The time of day was easy to understand, but not the amount of hours worked. It was very confusing.","No, I just think I was too dumb for it.:)",20.6267833333333,"1","chrome","1280","689","90","TRI",0.326320493232258,6.93914835164835,0.75140056022409,0,0,0,0,-9,0,13.3348333333333,61.5453846153846,10.014,139.544,0,7,1,0,5,1,5,0,0,-1,"Orthogonal",19.666,0,-0.5,"?",67.101,0,"Orthogonal",60.112,0,"Orthogonal",90.237,0,-2,4.10496666666667,0,-7,9.22986666666667
"TNR4D","11111331","ORTH-90","SGC4C","summer22","asynch","Female",57,"English",NA,"United States","I tried my best on each question","4","3","3","The last 3 boxes would not allow me to click in them.  ","No",15.8668666666667,"1","chrome","1842","1009","90","ORTH",3.33825757575758,1.87199148890325,3.19485294117647,0,0,4,4,-1,0.307692307692308,9.1051,42.0235384615385,9.247,120.426,4,3,0,0,6,0,4,2,0,0,"blank",120.426,0,-0.5,"?",94.794,0,"Orthogonal",16.748,0,"Orthogonal",13.348,2,1.5,6.10866666666667,2,-2.5,2.99643333333333
"TPV5H","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Second","USA","I tried my best on each question","5","3","1","I worked a retail job with a shift chart and if I ever had to deal with one like this I would've poked my eyes out every day.  ","No",15.8744,"1","chrome","1440","789","0","TRI",0.351915731327496,11.7177197802198,-0.229584141348847,0,0,0,0,-11,0,9.77825,45.1303846153846,7.52,141.121,0,11,0,0,2,1,1,0,0,-1,"Orthogonal",21.965,0,0.5,"both tri + orth",141.121,0,"Orthogonal",18.314,0,"Orthogonal",49.293,0,-3.5,5.43716666666667,0,-7.5,4.34108333333333
"TR810","11311331","TRI-90","SGC4C","summer22","asynch","Male",31,"English",NA,"USA","I tried my best on each question","5","1","1","I think this was a task in which we are set up to fail, so useful information from me does not seem to be in line with the goal here.","none",17.2752166666667,"1","chrome","1680","945","90","TRI",-0.223946886446886,7.41666666666667,-0.523109243697479,0,0,0,0,-8,0,12.8707166666667,59.4033076923077,8.069,186.828,0,8,0,0,5,0,0,5,0,-1,"Orthogonal",43.261,0,0,"blank",186.828,0,"Orthogonal",18.757,0,"Orthogonal",27.777,0,-2,9.83231666666667,0,-6,3.0384
"TRYFZ","11311331","TRI-90","SGC4C","summer22","asynch","Female",24,"English",NA,"United States","I tried my best on each question","5","1","1","The last row of check boxes were not selectable","no",5.92918333333333,"2","chrome","1920","929","90","TRI",4.9488344988345,-0.339913273001508,6.86425339366516,0,0,5,6,6,0.461538461538462,3.798,17.5292307692308,3.683,34.832,6,0,3,0,4,3,3,1,0,0.5,"Tversky",9.243,0,-0.5,"?",31.623,0,"Tversky",34.832,0,"Tversky",15.415,2,2,1.5998,4,4,2.1982
"TSE1Z","11311221","TRI-45","SGC4C","summer22","asynch","Female",20,"English",NA,"United States","I tried my best on each question","3","4","3","","",9.70956666666667,"1","chrome","1536","754","45","TRI",11.7416666666667,1.02615815556992,7.26831501831502,0,0,11,11,9.5,0.846153846153846,7.04468333333333,32.5139230769231,7.152,109.876,11,1,0,0,1,0,1,0,1,1,"Triangular",12.075,1,1,"Triangular",49.275,0,"Orthogonal",20.753,1,"Triangular",109.876,5,5,1.75571666666667,6,4.5,5.28896666666667
"TTB8O","113112","TRI-45","SGC4C","summer22","asynch","Female",58,"English",NA,"United States","I tried my best on each question","3","3","5","","no",9.07701666666667,"2.5","chrome","1366","768","45","TRI",3.9323051948052,1.153081232493,5.84663865546218,0,0,5,5,1.5,0.384615384615385,6.04088333333333,27.881,6.921,58.034,5,3,2,0,3,2,3,0,1,1,"Triangular",19.775,0,-1,"Orthogonal",22.949,0,"Orthogonal",14.502,0,"?",38.467,2,0.5,2.52866666666667,3,1,3.51221666666667
"TTJYZ","11111331","ORTH-90","SGC4C","summer22","asynch","Female",22,"English",NA,"USA","I tried my best on each question","3","3","3","n/a","NO",26.38235,"1","chrome","1440","821","90","ORTH",1.48389625080802,7.46057692307692,0.9048023055376,0,0,2,2,-7,0.153846153846154,19.9668333333333,92.1546153846154,9.587,578.883,2,9,1,0,1,1,1,0,0,-1,"Orthogonal",24.47,1,1,"Triangular",22.978,0,"Orthogonal",26.509,0,"Orthogonal",578.883,1,-1,1.69846666666667,1,-6,18.2683666666667
"TVE99","11111331","ORTH-90","SGC4C","summer22","asynch","Female",31,"English",NA,"United States","I tried my best on each question","4","3","3","","no",8.52556666666667,"2","chrome","1920","968","90","ORTH",0.421396250808016,5.90175339366516,-0.461269123033829,0,0,1,1,-7,0.0769230769230769,6.00113333333333,27.6975384615385,5.017,82.89,1,6,1,0,5,1,5,0,0,-1,"Orthogonal",17.931,1,1,"Triangular",44.636,0,"Orthogonal",35.866,0,"?",22.521,1,-1,2.25611666666667,0,-6,3.74501666666667
"TW1L4","11111331","ORTH-90","SGC4C","summer22","asynch","Female",57,"English",NA,"United States","I tried my best on each question","4","4","5","It started making more sense after a couple of tries. Very interesting graph.","None",22.7201333333333,"2","chrome","1645","856","90","ORTH",0.835249064660829,6.86355311355311,0.687082525317819,0,0,0,0,-8,0,15.3278,70.7436923076923,11.608,144.843,0,7,1,0,5,2,4,0,0,-1,"Orthogonal",27.009,0,-0.5,"?",116.897,0,"Orthogonal",35.744,0,"Orthogonal",131.035,0,-2,5.53878333333333,0,-6,9.78901666666667
"U2F64","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","3","4","3","","",13.0013833333333,"1","chrome","1440","702","0","TRI",-0.452250935339171,11.4285714285714,-0.0874272786037492,0,0,0,0,-12.5,0,8.98608333333333,41.4742307692308,7.729,105.625,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",21.628,0,-1,"Orthogonal",105.625,0,"Orthogonal",77.034,0,"Orthogonal",39.238,0,-5,4.15921666666667,0,-7.5,4.82686666666667
"U59A0","11111221","ORTH-45","SGC4C","summer22","asynch","Male",44,"English",NA,"USA","I tried my best on each question","4","3","3","the graph wasn't the easiest to read","",14.3232833333333,"2","chrome","1366","768","45","ORTH",9.15492424242424,2.17450980392157,7.4452380952381,0,0,9,9,6.5,0.692307692307692,9.61305,44.3679230769231,11.254,155.584,9,3,1,0,0,1,0,0,1,1,"Triangular",27.873,0,-1,"Orthogonal",47.105,0,"Orthogonal",23.052,0,"Tversky",47.81,4,3,5.37878333333333,5,3.5,4.23426666666667
"U7EBF","11111331","ORTH-90","SGC4C","summer22","asynch","Female",56,"English",NA,"USA","I tried my best on each question","4","4","3","It was difficult to see the letters, it would have been easier to finish, instead I used a magnifying glass.","Tough to see the charts.",15.9392833333333,"1","chrome","1512","735","90","ORTH",-0.452250935339171,10.3397435897436,-0.664350355526826,0,0,0,0,-12,0,9.7985,45.2238461538462,17.748,67.226,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",27.48,0,-0.5,"?",57.995,0,"Orthogonal",47.031,0,"Orthogonal",46.371,0,-4,3.72996666666667,0,-8,6.06853333333333
"U820R","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.89985,"NULL","NULL","NULL","NULL","0","ORTH",-0.581417602005837,10.7802197802198,-0.723173884938591,0,0,0,0,-12,0,10.6979833333333,49.3753076923077,6.942,196.651,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",18.22,0,-0.5,"?",196.651,0,"Orthogonal",24.05,0,"Orthogonal",40.486,0,-4.5,5.3165,0,-7.5,5.38148333333333
"U839U","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question","3","2","3","","no",11.5474833333333,"1","chrome","1280","721","0","TRI",-1.01891760200584,10.9230769230769,-0.587427278603749,0,0,0,0,-12.5,0,6.14286666666667,28.3516923076923,8.512,83.327,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",18.19,0,-0.5,"?",29.536,0,"Orthogonal",83.327,0,"Orthogonal",21.523,0,-4.5,2.05466666666667,0,-8,4.0882
"U9386","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","USA","I tried my best on each question","4","3","2","","no",13.53355,"1","chrome","1440","789","0","TRI",1.16907259407259,9.78365384615385,-0.741273432449903,0,0,0,1,-9.5,0.0769230769230769,10.1562166666667,46.8748461538461,8.002,107.49,1,10,0,0,2,0,1,1,0,-1,"Orthogonal",22.745,0,-0.5,"?",107.49,0,"Orthogonal",19.837,0,"Orthogonal",57.054,0,-4.5,4.7872,1,-5,5.36901666666667
"UE69U","11311331","TRI-90","SGC4C","summer22","asynch","Male",20,"English",NA,"USA","I tried my best on each question","4","3","2","Even though it took some getting used to, I found the diagram to be somewhat useful in determining time frames and such","",7.85086666666667,"1","chrome","1440","821","90","TRI",0.417229584141349,8.01355311355311,-0.402445593622064,0,0,1,1,-8.5,0.0769230769230769,5.4741,25.2650769230769,6.687,87.494,1,9,1,0,2,1,2,0,0,-1,"Orthogonal",13.938,1,1,"Triangular",34.979,0,"Orthogonal",36.073,0,"Orthogonal",87.494,1,-1,1.24723333333333,0,-7.5,4.22686666666667
"UEETV","111112","ORTH-45","SGC4C","summer22","asynch","Male",25,"English",NA,"United States","I tried my best on each question","1","5","5","Very cool way of representing shifts","No",3.37018333333333,"1","chrome","1408","764","45","ORTH",13,-0.617431588019823,8.02380952380952,0,0,12,13,13,1,1.77225,8.17961538461538,4.226,14.513,13,0,0,0,0,0,0,0,1,1,"Triangular",7.427,1,1,"Triangular",8.55,1,"Triangular",11.473,1,"Triangular",14.412,5,5,0.621333333333333,8,8,1.15091666666667
"UJSVE","11111221","ORTH-45","SGC4C","summer22","asynch","Male",57,"English",NA,"United States of America","I tried my best on each question","3","3","5","There was definitely a brief acclimation period while trying to decipher the graph. Initially I understood the shift time and start time, but it took a few tries before I completely figured out how to correctly read the graph. The entire thing appearing slanted seemed to make this *appear* more difficult, but again once I finally understood how to read it, answering the rest of the questions was significantly easier. I certainly tried my best throughout, and hope my input is helpful! Thank you and best of luck with your research!","No, none",20.8678,"1","chrome","1440","821","45","ORTH",9.68008658008658,-0.617431588019823,8.16666666666667,0,0,10,10,9.5,0.769230769230769,11.2306166666667,51.8336153846154,15.935,138.123,10,0,1,0,2,1,2,0,1,1,"Triangular",30.424,0,-0.5,"?",63.872,1,"Triangular",25.053,1,"Triangular",70.358,3,3,4.97383333333333,7,6.5,6.25678333333333
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch","Male",27,"English",NA,"USA","I tried my best on each question","3","4","4","That's all","no",16.6523166666667,"2","chrome","1292","697","45","ORTH",2.5955500381971,-1.16189668174962,4.0577731092437,0,0,4,4,1,0.307692307692308,5.11936666666667,23.6278461538462,7.442,60.664,4,1,2,0,6,2,6,0,1,1,"Triangular",13.487,0,-0.5,"?",9.649,0,"Orthogonal",19.637,0,"?",53.233,2,2.5,2.1715,2,-1.5,2.94786666666667
"UN6MT","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",10.73695,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.48341666666667,29.9234615384615,10.888,77.237,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",16.793,0,-1,"Orthogonal",77.237,0,"Orthogonal",20.101,0,"Orthogonal",28.597,0,-5,2.93508333333333,0,-8,3.54833333333333
"UQTQ6","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.58145,"NULL","NULL","NULL","NULL","0","ORTH",-0.518917602005837,11.3571428571429,-0.0874272786037492,0,0,0,0,-12.5,0,7.38095,34.0659230769231,9.649,67.892,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",49.661,0,-1,"Orthogonal",67.892,0,"Orthogonal",26.966,0,"Orthogonal",30.934,0,-5,3.35213333333333,0,-7.5,4.02881666666667
"URF3W","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","2","4","4","I may have performed a similar study last year, with the same graphs ","",8.93021666666667,"2","chrome","1855","977","0","TRI",11.8333333333333,-0.640508511096746,8.08974358974359,0,0,12,12,12.5,0.923076923076923,3.49001666666667,16.1077692307692,4.514,73.422,12,0,1,0,0,1,0,0,1,1,"Triangular",24.42,1,1,"Triangular",12.963,1,"Triangular",25.122,1,"Triangular",9.499,4,4.5,1.16973333333333,8,8,2.32028333333333
"URHUE","11111221","ORTH-45","SGC4C","summer22","asynch","Female",32,"X-Other",NA,"US","I tried my best on each question","3","4","5","","",13.8535666666667,"1","chrome","1536","746","45","ORTH",8.12516233766234,0.436414565826331,8,0,0,8,8,8,0.615384615384615,9.87691666666667,45.5857692307692,7.149,217.377,8,1,3,0,1,3,1,0,1,1,"Triangular",10.391,0,-1,"Orthogonal",53.409,1,"Triangular",28.033,1,"Triangular",81.031,2,2,2.12225,6,6,7.75466666666667
"US0G1","11111221","ORTH-45","SGC4C","summer22","asynch","Female",50,"English",NA,"United States","I tried my best on each question","3","5","3","","",15.6882333333333,"2","chrome","1920","1049","45","ORTH",11.8,-1.10717517776341,8.08974358974359,0,0,11,11,11,0.846153846153846,11.4530333333333,52.8601538461538,8.864,143.343,11,0,1,0,1,1,1,0,1,1,"Triangular",22.189,1,1,"Triangular",128.67,1,"Triangular",35.349,1,"Triangular",143.343,5,5,4.01545,6,6,7.43758333333333
"UTN3G","11311331","TRI-90","SGC4C","summer22","asynch","Female",37,"English",NA,"United States","I tried my best on each question","3","3","4","","",11.2362833333333,"1","chrome","1152","864","90","TRI",1.4348639105992,3.68960084033613,3.64107142857143,0,0,2,2,-4,0.153846153846154,9.16256666666667,42.2887692307692,5.407,140.119,2,5,2,0,4,2,4,0,0,-1,"Orthogonal",25.096,0,-1,"Orthogonal",31.585,0,"Orthogonal",21.434,0,"Tversky",140.119,2,0.5,3.90506666666667,0,-4.5,5.2575
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch","Female",27,"English",NA,"United Sates of America","I tried my best on each question","3","5","5","","no",52.91575,"5.5","chrome","1692","908","45","ORTH",11.9230769230769,0.542824822236587,7.01831501831502,0,0,11,12,11,0.923076923076923,21.3857166666667,98.7033076923077,12.059,361.278,12,1,0,0,0,0,0,0,0,-1,"Orthogonal",78.424,1,1,"Triangular",321.18,1,"Triangular",40.679,1,"Triangular",361.278,4,3,10.6586166666667,8,8,10.7271
"UYPHW","11111331","ORTH-90","SGC4C","summer22","asynch","Female",18,"X-Other",NA,"United States of America","I tried my best on each question","4","2","3","The most outer right fields arent clickable for some reason  you wouldn't be able to click exactly on the box but the box was somewhere in between  the fields so example box f middle space clickable but not working for box e","Dyslexic but it just took me longer to complete task",13.0687666666667,"1","chrome","1920","937","90","ORTH",-0.855660026248262,3.99699148890325,2.16498599439776,0,0,0,0,-6,0,7.91603333333333,36.5355384615385,17.487,89.416,0,5,3,0,5,3,5,0,0,-1,"Orthogonal",18.134,0,-1,"Orthogonal",31.28,0,"Orthogonal",18.77,0,"Tversky",22.341,0,-1.5,3.57013333333333,0,-4.5,4.3459
"V0BZG","11311221","TRI-45","SGC4C","summer22","asynch","Female",23,"English",NA,"united states","I tried my best on most questions","4","3","2","","",15.5603666666667,"2","chrome","1368","761","45","TRI",9.87083333333333,-0.335746606334842,7.76666666666667,0,0,9,9,7,0.692307692307692,11.1949833333333,51.6691538461538,7.919,126.707,9,0,0,0,4,0,4,0,1,1,"Triangular",14.844,0,-0.5,"?",91.092,1,"Triangular",45.017,0,"?",83.274,4,3.5,3.59421666666667,5,3.5,7.60076666666667
"V16A3","11311221","TRI-45","SGC4C","summer22","asynch","Male",27,"English",NA,"United States","I tried my best on each question","3","5","5","I can't think of anything that useful. I learned the diagonal trick to finding the ending time a little late.","None.",11.19935,"1","chrome","1792","1009","45","TRI",11.8666666666667,-0.611937082525318,8.08974358974359,0,0,12,12,12.5,0.923076923076923,7.22708333333333,33.3557692307692,8.525,135.549,12,0,1,0,0,1,0,0,1,1,"Triangular",17.871,1,1,"Triangular",135.549,1,"Triangular",17.989,1,"Triangular",95.474,5,5,3.88336666666667,7,7.5,3.34371666666667
"V2ZAL","11111331","ORTH-90","SGC4C","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","2","5","5","I enjoyed using the graph to discern the times and shifts.","N/A",10.5291333333333,"1","chrome","1536","746","90","ORTH",-0.605660026248262,12.9230769230769,-0.229584141348847,0,0,0,0,-13,0,7.62963333333333,35.2136923076923,11.726,77.089,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",26.993,0,-1,"Orthogonal",77.089,0,"Orthogonal",18.022,0,"Orthogonal",60.337,0,-5,3.97823333333333,0,-8,3.6514
"V32EY","11311331","TRI-90","SGC4C","summer22","asynch","Male",69,"English",NA,"USA","I tried my best on each question","3","3","4","None","none",18.1317166666667,"2","chrome","1682","897","90","TRI",4.07800116550117,2.82675339366516,5.03273809523809,0,0,4,5,3,0.384615384615385,12.7821666666667,58.9946153846154,13.767,141.652,5,3,3,0,2,3,1,1,0,-1,"Orthogonal",28.882,0,0.5,"Tversky",70.148,0,"Tversky",97.609,1,"Triangular",78.389,1,-0.5,4.30771666666667,4,3.5,8.47445
"VH5OY","11311331","TRI-90","SGC4C","summer22","asynch","Female",22,"English",NA,"United States of America","I tried my best on each question","4","3","5","","No",13.5110666666667,"1","chrome","1440","789","90","TRI",-0.452250935339171,9.83974358974359,0.353749191984486,0,0,0,0,-11,0,11.0525666666667,51.0118461538462,16.888,155.864,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",51.374,0,-0.5,"?",155.864,0,"Orthogonal",17.824,0,"Orthogonal",101.336,0,-3,5.51463333333333,0,-8,5.53793333333333
"VR5VT","11111221","ORTH-45","SGC4C","summer22","asynch","Male",30,"English",NA,"USA","I tried my best on each question","3","4","2","","",11.7273666666667,"2.5","chrome","2560","1525","45","ORTH",11.7333333333333,0.388062917474682,8.08974358974359,0,0,12,12,11,0.923076923076923,7.48531666666667,34.5476153846154,6.269,120.688,12,1,0,0,0,0,0,0,1,1,"Triangular",120.688,1,1,"Triangular",42.828,1,"Triangular",31.709,1,"Triangular",30.831,5,5,4.22358333333333,7,6,3.26173333333333
"VRHYF","111","ORTH-0","SGC3A","fall21","asynch","Male",19,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",5.3667,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,3.82626666666667,17.6596923076923,4.836,61.103,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",4.836,0,-1,"Orthogonal",61.103,0,"Orthogonal",10.126,0,"Orthogonal",16.473,0,-5,1.87243333333333,0,-8,1.95383333333333
"VVDBP","11311221","TRI-45","SGC4C","summer22","asynch","Female",26,"English",NA,"United States","I tried my best on each question","3","4","4","It took a minute to get the hang of the graph but I think I got better at it as I got more practice working with it ","I have ADHD, but I have taken my meds today so I don't think it would have influenced my performance meaningfully",12.6783333333333,"3","chrome","1536","714","45","TRI",12.8666666666667,-0.683365653953889,8.08974358974359,0,0,12,12,12.5,0.923076923076923,7.3066,33.7227692307692,10.156,137.537,12,0,1,0,0,1,0,0,1,1,"Triangular",43.387,1,1,"Triangular",137.537,1,"Triangular",25.735,1,"Triangular",38.618,5,5,4.24685,7,7.5,3.05975
"WA1P6","11311331","TRI-90","SGC4C","summer22","asynch","Male",29,"English",NA,"USA","I tried my best on each question","4","5","5","","no",17.2466833333333,"4","chrome","1600","762","90","TRI",9.29807692307692,0.619747899159664,6.6952380952381,0,0,8,9,8,0.692307692307692,11.1875833333333,51.635,8.475,186.463,9,1,1,0,2,1,1,1,0,-1,"Orthogonal",59.421,0,0,"blank",186.463,1,"Triangular",76.854,0,"?",131.31,3,2,5.48548333333333,6,6,5.7021
"WA4UC","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","2","4","3","","N/A",21.0459666666667,"1","chrome","1367","695","0","TRI",-0.586179506767742,11.9166666666667,0.859243697478992,0,0,0,0,-11.5,0,15.55715,71.8022307692308,14.421,240.319,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",33.757,0,-1,"Orthogonal",194.425,0,"Orthogonal",31.55,0,"Orthogonal",95.71,0,-3.5,6.59098333333333,0,-8,8.96616666666667
