"subject","condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","pretty_condition","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_rt","item_test_NABS","item_test_rt"
"KYTVX","111","spring18","lab-synch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.7712333333333,"control",-0.455927405927406,12,-0.0874272786037492,0,0,0,0,-12,8.18026666666667,37.7550769230769,10.433,99.109,0,12,0,0,1,0,0,1,0,"Orthogonal",41.493,0,"Orthogonal",75.444,0,"Orthogonal",14.113,0,"Orthogonal",36.166,0,193.101,0,297.715
"L0M3H","121","fall17","lab-synch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",8.94343333333333,"impasse",0.421396250808016,8,-0.883430295195001,2.26923076923077,0,1,1,-10.5,5.75185,26.547,6.13,46.926,1,8,0,3,1,0,1,0,0,"Satisfice",41.653,1,"Triangular",23.845,0,"Orthogonal",15.338,0,"Orthogonal",46.926,1,155.458,0,189.653
"L0W0F","111","spring18","lab-synch","Female",28,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.4247,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,6.17576666666667,28.5035384615385,7.994,112.983,13,0,0,0,0,0,0,0,1,"Triangular",112.983,1,"Triangular",13.877,1,"Triangular",47.76,1,"Triangular",23.736,5,157.656,8,212.89
"LAZ3T","111","fall21","asynch","Female",18,"Other","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.27405,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,6.58503333333333,30.3924615384615,6.468,97.152,13,0,0,0,0,0,0,0,1,"Triangular",24.046,1,"Triangular",75.294,1,"Triangular",15.4,1,"Triangular",33.572,5,137.699,8,257.403
"LJTDL","121","fall17","lab-synch","Male",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",15.5134833333333,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,12,13,13,8.94476666666667,41.2835384615385,11.201,201.261,13,0,0,0,0,0,0,0,1,"Triangular",75.749,1,"Triangular",20.532,1,"Triangular",37.563,1,"Triangular",15.445,5,349.495,8,187.191
"LNVKO","111","fall21","asynch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",8.52238333333333,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,3.8638,17.8329230769231,8.028,49.893,13,0,0,0,0,0,0,0,1,"Triangular",24.45,1,"Triangular",14.406,1,"Triangular",28.034,1,"Triangular",13.428,5,81.166,8,150.662
"LPY8N","111","fall21","asynch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.41,"control",-1.08141760200584,12.4333333333333,-0.146250808015514,0,0,0,0,-13,6.89741666666667,31.8342307692308,5.64,98.198,0,13,0,0,0,0,0,0,0,"Orthogonal",20.672,0,"Orthogonal",98.198,0,"Orthogonal",16.072,0,"Orthogonal",28.24,0,213.03,0,200.815
"LS93R","121","fall21","asynch","Female",21,"Other","Fourth","usa","NULL","NULL","NULL","NULL","NULL","NULL",6.09273333333333,"impasse",-0.910531135531136,4.5,1.35805860805861,0.0384615384615384,0,0,0,-5.5,3.88786666666667,17.944,1.477,32.565,0,5,2,1,5,2,1,4,0,"blank",18.227,0,"?",23.867,0,"Orthogonal",29.551,0,"blank",1.477,0,107.952,0,125.32
"M1REU","111","fall17","lab-synch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.8817666666667,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,8.76433333333333,40.4507692307692,11.016,126.993,13,0,0,0,0,0,0,0,1,"Triangular",71.453,1,"Triangular",44.82,1,"Triangular",59.71,1,"Triangular",40.241,5,197.899,8,327.961
"M3E87","121","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","4","2","3","I didn't know at all how to interpret the first set of questions about the graph. I left some blank if I couldn't see any that satisfied the condition and guessed on some others. The second set when Korrin (I think?) took over scheduling made sense and was much easier. I hope I answered more of those correctly.","no",18.0362166666667,"impasse",0.644152661064426,7.5,0.484001292824822,-0.296703296703297,0,0,0,-8.5,13.1936333333333,60.8936923076923,6.463,133.831,0,8,1,0,4,1,2,2,0,"Tversky",102.681,0,"blank",133.831,0,"Orthogonal",14.6,0,"Orthogonal",125.401,0,439.099,0,352.519
"M675E","121","fall17","lab-synch","Female",21,"English","Third","US","NULL","NULL","NULL","NULL","NULL","NULL",9.05926666666667,"impasse",12,-0.208823529411765,6.50641025641026,0.769230769230769,0,12,12,12,6.21075,28.665,10.559,62.392,12,0,0,0,1,0,0,1,0,"blank",25.885,1,"Triangular",15.895,1,"Triangular",45.576,1,"Triangular",11.685,4,158.069,8,214.576
"M9WY5","111","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",16.5263166666667,"control",0.485249064660829,11.8461538461538,-0.800096961861668,0,0,0,0,-11,12.44285,57.4285384615385,7.497,218.599,1,12,0,0,0,0,0,0,0,"Orthogonal",24.01,0,"Triangular",107.023,0,"Orthogonal",13.27,0,"Orthogonal",92.233,0,250.902,0,495.669
"MABX4","121","fall17","lab-synch","Male",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.72021666666667,"impasse",11.7202380952381,-0.208823529411765,6.92948717948718,0.549450549450549,0,10,10,11.5,4.87148333333333,22.4837692307692,8.622,41.058,10,0,3,0,0,3,0,0,0,"Tversky",33.241,1,"Triangular",38.651,0,"Tversky",22.816,1,"Triangular",12.38,3,152.938,7,139.351
"MAJW8","121","fall21","asynch","Female",19,"English","Second","US","NULL","NULL","NULL","NULL","NULL","NULL",9.459,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,5.66403333333333,26.1416923076923,7.551,136.302,13,0,0,0,0,0,0,0,1,"Triangular",52.894,1,"Triangular",13.307,1,"Triangular",28.496,1,"Triangular",17.261,5,100.023,8,239.819
"ML0PA","121","winter22","asynch","Female",21,"Arabic","Third","Syria","I tried my best on each question","4","2","1","the overall diagram is hard to interpret.","No",9.5144,"impasse",-0.067156862745098,6.5,-0.305147058823529,0,0,0,0,-7,6.23715,28.7868461538462,7.741,115.273,0,7,0,0,6,0,0,6,0,"blank",18.551,0,"blank",115.273,0,"Orthogonal",20.559,0,"Orthogonal",27.162,0,193.515,0,180.714
"MM806","121","fall21","asynch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.72316666666667,"impasse",-0.399332040508511,7.37450980392157,-0.640056022408964,0.423076923076923,0,0,0,-9,5.17845,23.9005384615385,4.772,86.963,0,7,0,1,5,0,2,3,0,"blank",86.963,0,"?",42.929,0,"Orthogonal",12.688,0,"Orthogonal",27.943,0,194.827,0,115.88
"MOWH2","121","spring18","lab-synch","Female",21,"English","Second","Sri Lanka","NULL","NULL","NULL","NULL","NULL","NULL",17.93165,"impasse",-0.0316849816849817,5,-0.279761904761905,0.423076923076923,0,0,0,-6.5,14.3712,66.3286153846154,7.879,206.517,0,5,0,1,7,0,1,6,0,"blank",82.631,0,"?",206.517,0,"blank",30.654,0,"blank",7.879,0,561.167,0,301.105
"N2UK6","111","fall17","lab-synch","Female",22,"English","Fifth","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.9894333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,8.9022,41.0870769230769,6.366,117.3,0,13,0,0,0,0,0,0,0,"Orthogonal",52.247,0,"Orthogonal",117.3,0,"Orthogonal",24.905,0,"Orthogonal",80.04,0,272.515,0,261.617
"N34B6","111","fall21","asynch","Female",20,"English","Third","usa","NULL","NULL","NULL","NULL","NULL","NULL",14.21545,"control",12.9333333333333,-0.602413273001508,8.08974358974359,0,0,12,12,13,8.69906666666667,40.1495384615385,8.048,138.925,13,0,0,0,0,0,0,0,1,"Triangular",138.925,1,"Triangular",13.364,1,"Triangular",48.353,1,"Triangular",11.763,5,300.42,7,221.524
"N36VM","121","fall21","asynch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",13.7385666666667,"impasse",-1.3412734324499,5.7453431372549,-0.365330747683689,1.69230769230769,0,0,0,-10,9.5086,43.8858461538462,6.717,134.616,0,7,1,2,3,1,3,0,0,"Satisfice",37.988,0,"Tversky",47.77,0,"Orthogonal",18.975,0,"Orthogonal",46.579,0,194.641,0,375.875
"N53LC","111","fall17","lab-synch","Female",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",12.2737666666667,"control",-0.605660026248262,12.9230769230769,-0.229584141348847,0,0,0,0,-13,8.58373333333333,39.6172307692308,7.287,143.273,0,13,0,0,0,0,0,0,0,"Orthogonal",16.928,0,"Orthogonal",143.273,0,"Orthogonal",28.393,0,"Orthogonal",49.322,0,248.723,0,266.301
"N5NRY","111","fall21","asynch","Female",21,"English","Fourth","United States ","NULL","NULL","NULL","NULL","NULL","NULL",11.3245833333333,"control",10.5730769230769,2.43092006033183,6.44139194139194,0,0,10,10,7.5,5.72461666666667,26.4213076923077,8.162,85.281,10,2,0,0,1,0,1,0,0,"Orthogonal",85.281,1,"Triangular",17.371,1,"Triangular",47.224,1,"Triangular",12.613,3,175.221,7,168.256
"N8PCJ","121","fall21","asynch","Other",20,"Spanish","Third","The United States","NULL","NULL","NULL","NULL","NULL","NULL",28.4551333333333,"impasse",-0.325673346261582,6.36666666666667,0.115653953889248,2.15384615384615,0,0,0,-10,22.2285833333333,102.593461538462,5.757,339.354,0,7,1,2,3,1,3,0,0,"Satisfice",96.4,0,"Tversky",339.354,0,"Orthogonal",72.432,0,"Orthogonal",28.699,0,777.831,0,555.884
"NBR5N","121","winter22","asynch","Female",19,"English","Second","United States of America","I tried my best on each question","3","4","5","","No",12.97525,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,3.72543333333333,17.1943076923077,7.457,57.334,13,0,0,0,0,0,0,0,1,"Triangular",28.246,1,"Triangular",19.224,1,"Triangular",25.769,1,"Triangular",10.026,5,83.398,8,140.128
"NDBCA","121","winter22","asynch","Female",20,"English","Second","USA","I tried my best on most questions","4","2","3","I think having a calculator or clock on the screen would help","Anxiety",22.9969333333333,"impasse",10.2939102564103,-0.208823529411765,7.10641025641026,0.697802197802198,0,10,10,10,16.8780333333333,77.8986153846154,6.744,221.696,11,0,0,0,2,0,2,0,1,"Triangular",46.314,0,"?",201.729,1,"Triangular",44.213,0,"Triangular",221.696,4,399.597,6,613.085
"NEK50","111","winter22","asynch","Female",19,"English","First","United States","I tried my best on each question","3","4","3","","",14.9882166666667,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,9.15473333333333,42.2526153846154,8.967,110.425,0,13,0,0,0,0,0,0,0,"Orthogonal",75.904,0,"Orthogonal",50.219,0,"Orthogonal",29.465,0,"Orthogonal",43.453,0,290.548,0,258.736
"NH0FO","121","fall21","asynch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.7888,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,6.48951666666667,29.9516153846154,8.615,146.88,13,0,0,0,0,0,0,0,1,"Triangular",146.88,1,"Triangular",27.607,1,"Triangular",33.467,1,"Triangular",24.373,5,224.943,8,164.428
"NV47T","121","fall21","asynch","Male",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",17.5563166666667,"impasse",0.387082525317819,6.82352941176471,-0.924154277095454,4,0,1,1,-9.5,13.2602666666667,61.2012307692308,9.074,159.148,1,7,0,3,2,0,1,1,0,"Satisfice",47.78,0,"Satisfice",67.887,0,"Orthogonal",37.721,0,"Orthogonal",99.708,1,300.848,0,494.768
"OE3DT","121","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.4448166666667,"impasse",7.48663003663004,-0.775490196078431,7.51190476190476,-0.461538461538462,0,8,8,9,8.19436666666667,37.8201538461539,7.093,103.757,8,0,3,0,2,3,1,1,0,"blank",43.03,1,"Triangular",44.43,1,"Triangular",18.26,1,"Triangular",26.006,1,244.204,7,247.458
"OFOB1","111","fall21","asynch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.4905,"control",4.18990592740593,3.63700980392157,2.59271978021978,0,0,5,5,-1,7.32465,33.8060769230769,10.208,80.54,5,4,0,0,4,0,4,0,0,"?",13.885,0,"Orthogonal",53.452,0,"Orthogonal",21.576,1,"Triangular",16.044,0,216.832,5,222.647
"OHLRP","111","fall21","asynch","Female",24,"English","Third","us","NULL","NULL","NULL","NULL","NULL","NULL",8.16703333333333,"control",-0.78489133415604,-0.146493212669683,2.14040616246499,0,0,0,0,-1,5.42428333333333,25.0351538461538,2.27,112.682,1,1,3,0,8,3,5,3,0,"?",18.466,0,"?",14.684,0,"Triangular",36.519,0,"?",15.972,0,70.313,0,255.144
"OQB9V","111","fall17","lab-synch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.21741666666667,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,3.76005,17.3540769230769,10.145,40.873,13,0,0,0,0,0,0,0,1,"Triangular",40.873,1,"Triangular",13.549,1,"Triangular",27.98,1,"Triangular",10.339,5,94.723,8,130.88
"OTVZR","121","fall17","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",14.8778,"impasse",7.87948717948718,0.295343137254902,4.7650641025641,0.685897435897436,0,6,6,6,9.39418333333333,43.3577692307692,6.205,138.017,8,1,1,1,2,1,1,1,0,"blank",39.298,1,"Triangular",24.498,0,"Orthogonal",44.186,0,"Triangular",57.643,2,332.661,4,230.99
"OUCFL","121","fall21","asynch","Female",21,"English","Fourth","United States\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",10.9448833333333,"impasse",8.14587912087912,-0.208823529411765,6.38348416289593,0.241758241758242,0,5,5,6.5,7.24341666666667,33.4311538461538,14.251,57.815,7,1,3,0,2,3,2,0,0,"Tversky",27.662,0,"Triangular",32.402,1,"Triangular",45.093,0,"Orthogonal",28.629,1,193.891,4,240.714
"OVZHS","111","spring18","lab-synch","Female",22,"English","Fourth","United States ","NULL","NULL","NULL","NULL","NULL","NULL",12.8495166666667,"control",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,9.56103333333333,44.1278461538462,17.248,89.151,0,12,0,0,1,0,1,0,0,"Orthogonal",19.376,0,"?",85.706,0,"Orthogonal",20.849,0,"Orthogonal",89.151,0,211.745,0,361.917
"OZV09","121","spring18","lab-synch","Female",19,"Mandarin or Cantonese","First","Taiwan","NULL","NULL","NULL","NULL","NULL","NULL",9.06183333333333,"impasse",-0.133365653953889,5.24117647058824,-0.574364361129067,1.6978021978022,0,1,1,-9,6.04476666666667,27.8989230769231,7.485,78.355,1,6,0,2,4,0,4,0,0,"Satisfice",39.053,1,"Triangular",21.673,0,"Orthogonal",14.423,0,"Orthogonal",66.302,1,100.463,0,262.223
"P189K","121","winter22","asynch","Female",20,"Spanish","Second","Ecuador","I tried my best on each question","2","4","4","I think I messed up because I assumed the break lasted an hour and I might have gotten some things mixed up regarding the breaks, I think I at least got it right the second time, anyway, just letting you know :) (ps: i love happy faces in this font :) hihihih )","",16.4680333333333,"impasse",12.9230769230769,-0.208823529411765,8.00641025641026,0.620879120879121,0,12,12,13,9.42398333333333,43.4953076923077,8.675,167.096,13,0,0,0,0,0,0,0,1,"Triangular",25.377,0,"Triangular",159.153,1,"Triangular",32.658,1,"Triangular",167.096,4,226.873,8,338.566
"P83KE","121","fall21","asynch","Female",21,"English","Fourth","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",13.0009,"impasse",-0.129656862745098,7,-0.363970588235294,0,1,0,0,-7,9.68846666666667,44.716,10.322,136.231,0,7,0,0,6,0,0,6,0,"blank",27.376,0,"reference",136.231,0,"Orthogonal",25.167,0,"Orthogonal",44.826,0,306.424,0,274.884
"PFFEV","111","fall21","asynch","Female",19,"Other","Third","France","NULL","NULL","NULL","NULL","NULL","NULL",17.2959333333333,"control",-0.535584268672504,11.4,0.187082525317819,0,0,0,0,-12.5,12.6217666666667,58.2543076923077,13.526,140.712,0,12,0,0,1,0,1,0,0,"Orthogonal",35.324,0,"Orthogonal",101.336,0,"Orthogonal",20.306,0,"Orthogonal",59.076,0,318.717,0,438.589
"PJYUH","121","fall21","asynch","Female",20,"English","Fourth","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",10.5829,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,5.34073333333333,24.6495384615385,5.506,73.081,13,0,0,0,0,0,0,0,1,"Triangular",69.582,1,"Triangular",11.915,1,"Triangular",40.154,1,"Triangular",10.883,5,134.443,8,186.001
"PO9J4","121","fall17","lab-synch","Female",20,"English","Third","US","NULL","NULL","NULL","NULL","NULL","NULL",10.8384833333333,"impasse",-0.0383107088989442,8,-0.259803921568627,0.153846153846154,1,0,0,-9,7.45348333333333,34.4006923076923,7.444,85.862,0,8,0,0,5,0,2,3,0,"blank",44.186,0,"?",85.862,0,"Orthogonal",17.099,0,"Orthogonal",37.124,0,271.869,0,175.34
"PQA54","111","fall21","asynch","Female",21,"Spanish","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.4638333333333,"control",-0.598084268672504,10.8230769230769,-0.389840551605257,0,0,0,0,-12,9.82163333333333,45.3306153846154,19.278,189.458,0,11,0,0,2,0,2,0,0,"Orthogonal",19.278,0,"?",189.458,0,"Orthogonal",21.292,0,"Orthogonal",50.864,0,340.072,0,249.226
"PQN6T","111","spring18","lab-synch","Female",20,"English","Third","India","NULL","NULL","NULL","NULL","NULL","NULL",7.08263333333333,"control",-0.478008511096746,4.95175339366516,-0.331017022193493,0,0,1,1,-7.5,4.1289,19.0564615384615,6.045,47.021,1,5,0,0,7,0,7,0,0,"Orthogonal",24.618,1,"Triangular",13.762,0,"Orthogonal",24.963,0,"?",37.331,1,74.11,0,173.624
"PRA08","121","fall21","asynch","Male",20,"English","Third","U.S","NULL","NULL","NULL","NULL","NULL","NULL",12.0215666666667,"impasse",-0.263585434173669,6.9375,-0.497899159663866,0.5,1,0,0,-8.5,5.7431,26.5066153846154,5.762,66.385,0,7,0,1,5,0,1,4,0,"blank",23.744,0,"blank",41.398,0,"Orthogonal",17.223,0,"Orthogonal",45.977,0,136.457,0,208.129
"PVRS1","121","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","5","3","5","I feel like I just realized a different way to read the darn graph- and I did everything wrong! Hopefully other people feel that too lol, very interesting experience!","no",17.1345833333333,"impasse",-0.0355634561516914,7.5,-0.263466925231631,3.53754578754579,0,0,0,-9.5,10.234,47.2338461538462,9.396,122.047,1,8,1,3,0,1,0,0,0,"Satisfice",33.291,0,"Triangular",88.595,0,"Orthogonal",26.3,0,"Orthogonal",122.047,0,290.161,0,323.879
"PY424","111","fall21","asynch","Female",20,"English","Third","united states of america","NULL","NULL","NULL","NULL","NULL","NULL",12.0660166666667,"control",0.492824822236587,10.8230769230769,-0.389840551605257,0,0,1,1,-10.5,6.39525,29.5165384615385,6.234,94.926,1,11,0,0,1,0,1,0,0,"Orthogonal",25.508,1,"Triangular",24.851,0,"Orthogonal",17.754,0,"Orthogonal",42.149,1,172.046,0,211.669
"Q7A44","121","fall21","asynch","Male",21,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",16.3914166666667,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,4.16826666666667,19.2381538461538,5.28,86.642,13,0,0,0,0,0,0,0,1,"Triangular",86.642,1,"Triangular",16.058,1,"Triangular",23.34,1,"Triangular",8.924,5,125.617,8,124.479
"Q8EDD","111","spring18","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",12.10525,"control",-0.514750935339171,10.8397435897436,-0.723173884938591,0,0,0,0,-12,8.33886666666667,38.4870769230769,7.659,146.289,0,11,0,0,2,0,2,0,0,"Orthogonal",12.275,0,"?",146.289,0,"Orthogonal",21.483,0,"Orthogonal",48.909,0,213.281,0,287.051
"QADB9","111","fall21","asynch","Female",18,"Other","First","Philippines","NULL","NULL","NULL","NULL","NULL","NULL",19.4511666666667,"control",-0.586179506767742,9.68974358974359,-0.717679379444085,0,0,0,0,-11.5,11.9460166666667,55.1354615384615,9.039,204.844,0,10,0,0,3,0,3,0,0,"Orthogonal",204.844,0,"?",111.53,0,"Orthogonal",19.671,0,"Orthogonal",24.423,0,369.782,0,346.979
"QB8G8","121","fall17","lab-synch","Female",19,"Mandarin or Cantonese","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",12.0823833333333,"impasse",1.30472958414135,4.5375,0.193492781728076,1.19230769230769,0,1,1,-7.5,7.42298333333333,34.2599230769231,11.609,89.436,1,5,1,2,4,1,4,0,0,"Satisfice",39.332,1,"Triangular",25.384,0,"Orthogonal",19.918,0,"?",89.436,1,186.201,0,259.178
"QGQ61","121","spring18","lab-synch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",16.4982333333333,"impasse",11.8666666666667,-0.775490196078431,7.50641025641026,0.697802197802198,0,12,12,11.5,3.78713333333333,17.4790769230769,5.403,51.488,12,0,0,0,1,0,1,0,1,"Triangular",24.038,1,"Triangular",51.488,1,"Triangular",22.193,1,"Triangular",10.35,5,124.213,7,103.015
"QNNZZ","121","fall21","asynch","Male",20,"Mandarin or Cantonese","Third","Hong Kong","NULL","NULL","NULL","NULL","NULL","NULL",14.3799666666667,"impasse",1.42872225813402,8,2.84825468648998,-0.532967032967033,0,2,2,-5.5,10.77485,49.7300769230769,8.807,211.931,2,8,2,0,1,2,1,0,1,"Triangular",69.552,0,"Tversky",211.931,0,"Orthogonal",16.262,0,"Orthogonal",18.302,2,443.718,0,202.773
"QOJ6L","121","spring18","lab-synch","Male",22,"Mandarin or Cantonese","Fifth","China","NULL","NULL","NULL","NULL","NULL","NULL",15.4029666666667,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,5.66326666666667,26.1381538461538,12.841,96.85,13,0,0,0,0,0,0,0,1,"Triangular",96.85,1,"Triangular",16.976,1,"Triangular",21.953,1,"Triangular",16.906,5,172.925,8,166.871
"QOR74","121","fall21","asynch","Male",18,"English","First","India\nIndia","NULL","NULL","NULL","NULL","NULL","NULL",12.5671666666667,"impasse",0.56590174531351,6.4375,2.39793417366947,1.76923076923077,1,1,1,-6.5,9.29138333333333,42.8833076923077,7.517,78.765,1,6,2,2,2,2,1,1,0,"Satisfice",11.62,0,"Satisfice",27.431,0,"Orthogonal",25.036,0,"Orthogonal",63.912,1,263.565,0,293.918
"QSGCP","111","fall17","lab-synch","Female",19,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",8.86058333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,5.46875,25.2403846153846,7.895,44.65,0,13,0,0,0,0,0,0,0,"Orthogonal",19.547,0,"Orthogonal",31.988,0,"Orthogonal",21.009,0,"Orthogonal",32.148,0,114.962,0,213.163
"QUCDX","111","spring18","lab-synch","Female",19,"Other","First","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",11.59425,"control",-0.573574464750935,12.9411764705882,-0.205074337427279,0,0,0,0,-13,9.11146666666667,42.0529230769231,9.097,85.146,0,13,0,0,0,0,0,0,0,"Orthogonal",46.519,0,"Orthogonal",83.28,0,"Orthogonal",19.498,0,"Orthogonal",47.838,0,247.222,0,299.466
"QVWU9","121","fall21","asynch","Female",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",6.38293333333333,"impasse",-0.270375457875458,1.28333333333333,1.25231631113984,1.69230769230769,0,1,1,-4,3.56695,16.4628461538462,1.907,28.135,1,2,2,2,6,2,4,2,0,"Satisfice",15.477,1,"Triangular",25.692,0,"blank",1.907,0,"?",25.535,1,102.257,0,111.76
"QWPKO","121","winter22","asynch","Other-Not Listed",19,"English","Third","US","I tried my best on each question","4","2","5","Best study I've done, would do these on my own time.","No",5.79518333333333,"impasse",10.375,0.424509803921569,6.42857142857143,-0.302197802197802,0,10,10,10,2.89681666666667,13.3699230769231,4.624,43.838,11,1,0,0,1,0,0,1,1,"Triangular",31.594,1,"Triangular",10.362,0,"Orthogonal",15.821,0,"Triangular",8.747,4,69.43,6,104.379
"QXNXR","121","fall21","asynch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",14.4391666666667,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,7.62888333333333,35.2102307692308,11.064,125.686,13,0,0,0,0,0,0,0,1,"Triangular",74.267,1,"Triangular",27.282,1,"Triangular",45.635,1,"Triangular",33.337,5,165.019,8,292.714
"QY1F7","121","spring18","lab-synch","Female",20,"Other","Second","U.S.","NULL","NULL","NULL","NULL","NULL","NULL",10.4081,"impasse",4.28400129282482,3.11200980392157,4.18042986425339,0.626373626373626,0,4,4,0,7.61625,35.1519230769231,7.918,84.018,4,4,2,0,3,2,2,1,0,"Tversky",71.169,0,"Tversky",20.997,1,"Triangular",26.974,0,"blank",84.018,3,148.815,1,308.16
"R06S6","121","spring18","lab-synch","Female",21,"English","Third","USA\n","NULL","NULL","NULL","NULL","NULL","NULL",10.2600833333333,"impasse",-0.210288730876966,6.36666666666667,0.115653953889248,2.76923076923077,0,0,0,-9,6.02663333333333,27.8152307692308,8.931,62.869,1,7,1,3,1,1,1,0,0,"Satisfice",10.053,0,"Triangular",38.895,0,"Orthogonal",20.771,0,"?",29.435,0,153.792,0,207.806
"R0GKA","121","fall17","lab-synch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",8.96066666666667,"impasse",10.7952380952381,-0.775490196078431,6.43498168498169,1.76923076923077,0,11,11,9.5,5.9105,27.2792307692308,8.547,87.506,11,0,0,1,1,0,1,0,0,"Satisfice",20.244,1,"Triangular",87.506,1,"Triangular",48.191,1,"Triangular",13.559,4,199.677,7,154.953
"R8PM2","111","fall17","lab-synch","Female",20,"English","Third","US","NULL","NULL","NULL","NULL","NULL","NULL",8.41973333333333,"control",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,5.46233333333333,25.2107692307692,7.112,78.645,0,12,0,0,1,0,1,0,0,"Orthogonal",17.154,0,"?",78.645,0,"Orthogonal",23.738,0,"Orthogonal",19.633,0,169.373,0,158.367
"RDYS7","111","winter22","asynch","Female",19,"Spanish","First","United States","I tried my best on most questions","2","1","4","I think you guys did well, I just misunderstood the graph and realized it on the last question.","",20.51585,"control",4.19358239799416,4.15224358974359,4.67150129282482,0,0,4,4,1.5,8.76893333333333,40.472,10.353,136.363,5,5,3,0,0,3,0,0,0,"Orthogonal",23.117,0,"Tversky",21.532,1,"Triangular",22.48,0,"Orthogonal",87.987,0,104.008,4,422.128
