"subject","condition","pretty_condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_mode","SHAPE","SCALE"
"0B9KO","11311112","Tri-Equilateral","summer22","asynch","Male",62,"English",NA,"United States","I tried my best on each question","3","3","3","","",12.0848166666667,"1","chrome","1920","929","online-replication","TRI","equilateral"
"76BPO","11311112","Tri-Equilateral","summer22","asynch","Male",39,"English",NA,"United States","I tried my best on each question","4","4","2","","no",10.8460333333333,"1","chrome","1707","891","online-replication","TRI","equilateral"
"J7ZQM","11311112","Tri-Equilateral","summer22","asynch","Female",30,"English",NA,"United States","I tried my best on each question","3","4","2","The graph isn't that easy to quickly read!","",13.4396333333333,"3","chrome","1828","1168","online-replication","TRI","equilateral"
"UESF5","11311112","Tri-Equilateral","summer22","asynch","Male",32,"English",NA,"United States","I tried my best on each question","5","5","4","","",10.7419333333333,"1","chrome","1920","1057","online-replication","TRI","equilateral"
"DBJU1","11111112","Orth-Equilateral","summer22","asynch","Male",24,"English",NA,"America","I tried my best on each question","3","3","4","","",8.24921666666667,"1","chrome","1920","1093","online-replication","ORTH","equilateral"
"EJ13F","11111112","Orth-Equilateral","summer22","asynch","Female",47,"English",NA,"United States","I tried my best on each question","2","4","4","","no",7.50455,"1","chrome","1280","689","online-replication","ORTH","equilateral"
"YD7QB","11311112","Tri-Equilateral","summer22","asynch","Male",19,"English",NA,"USA","I tried my best on each question","2","5","4","","no",7.49738333333333,"1","chrome","1440","725","online-replication","TRI","equilateral"
"AHBSX","11311112","Tri-Equilateral","summer22","asynch","Female",52,"English",NA,"United States","I tried my best on each question","3","5","5","","No",6.6026,"1","chrome","1536","718","online-replication","TRI","equilateral"
"LJTQR","11311112","Tri-Equilateral","summer22","asynch","Female",41,"English",NA,"usa","I tried my best on each question","2","5","4","","no",6.71031666666667,"2","chrome","1536","722","online-replication","TRI","equilateral"
"AU60S","11111112","Orth-Equilateral","summer22","asynch","Male",38,"English",NA,"United States","I tried my best on each question","4","3","3","","I have ADHD",5.454,"2","chrome","1920","977","online-replication","ORTH","equilateral"
"OOXNY","11111112","Orth-Equilateral","summer22","asynch","Male",22,"English",NA,"USA","I tried my best on most questions","3","2","1","this graph was hard to understand","",8.78376666666667,"2","chrome","1920","969","online-replication","ORTH","equilateral"
"B4AM3","11311112","Tri-Equilateral","summer22","asynch","Female",71,"English",NA,"USA","I tried my best on each question","2","5","5","I enjoyed using the triangle chart to determine the shifts. I've never done it before. It was an interesting new design!","N/A",8.78666666666667,"3.5","chrome","1536","730","online-replication","TRI","equilateral"
"09NKA","11311112","Tri-Equilateral","summer22","asynch","Female",37,"English",NA,"United States","I tried my best on each question","5","2","2","this was very confusing","",11.0193166666667,"1","chrome","1536","722","online-replication","TRI","equilateral"
"R1T02","11311112","Tri-Equilateral","summer22","asynch","Male",33,"English",NA,"United states","I tried my best on each question","4","3","5","","",13.8714333333333,"1.5","chrome","1920","969","online-replication","TRI","equilateral"
"WGD06","11311112","Tri-Equilateral","summer22","asynch","Male",21,"English",NA,"United States","I tried my best on each question","4","4","5","","No",22.834,"1","chrome","1366","695","online-replication","TRI","equilateral"
"G75FS","11311112","Tri-Equilateral","summer22","asynch","Male",20,"English",NA,"USA","I tried my best on each question","5","1","5","I have to say it was VERY confusing.","",13.17555,"2","chrome","1920","969","online-replication","TRI","equilateral"
"9470X","11111112","Orth-Equilateral","summer22","asynch","Male",63,"English",NA,"United States","I tried my best on each question","3","4","3","","no",14.5093833333333,"1","chrome","1536","722","online-replication","ORTH","equilateral"
"9WKLV","11111112","Orth-Equilateral","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","4","3","2","","",17.47605,"1","chrome","1536","754","online-replication","ORTH","equilateral"
"YX963","11111112","Orth-Equilateral","summer22","asynch","Female",48,"English",NA,"United States","I tried my best on each question","4","4","5","I feel like the direction or directions of the graph could've been more indepth unless making it harder was the point, lol. Other than that I enjoyed doing your task. Thank you!","No, not that I'm aware of ;)",25.0511,"1","chrome","1920","1009","online-replication","ORTH","equilateral"
"XMCRU","11111112","Orth-Equilateral","summer22","asynch","Female",63,"English",NA,"USA","I tried my best on each question","4","3","4","I'm 63 but have never seen a grid like that before - and I've handled many multi-shift schedules! Honestly, I think I understood it by the last few questions... but not sure I had a grasp on it before that.","No.",19.9326333333333,"1","chrome","1524","742","online-replication","ORTH","equilateral"
"LJ5PP","11311112","Tri-Equilateral","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","3","4","3","Difficult to read the graph","None",6.85536666666667,"2","chrome","1920","969","online-replication","TRI","equilateral"
"M0RB1","11311112","Tri-Equilateral","summer22","asynch","Male",36,"English",NA,"united states","I tried my best on each question","4","3","3","I realized a few questions in that I was misreading part of the graph, so my first few answers were almost certainly wrong. After that I think I did better, but the questions were still tough.","",8.87181666666667,"1","chrome","1536","746","online-replication","TRI","equilateral"
"VO1X9","11311112","Tri-Equilateral","summer22","asynch","Male",47,"English",NA,"USA","I tried my best on each question","4","4","5","I enjoyed it way more than I expected to when I first saw the diagram. It was surprisingly fun to figure out. ","I have OCD, but I don't believe it affected my performance on the task. ",7.90748333333333,"1","chrome","1440","788","online-replication","TRI","equilateral"
"W8HY1","11311112","Tri-Equilateral","summer22","asynch","Male",19,"English",NA,"United States","I tried my best on each question","5","2","5","That was probably the most confusing work schedule I have ever seen.","ADD",9.68988333333333,"2","chrome","1920","937","online-replication","TRI","equilateral"
"BWJ8G","11311112","Tri-Equilateral","summer22","asynch","Female",48,"English",NA,"United States","I tried my best on each question","3","3","4","I am not good with numbers","no",16.2578833333333,"1","chrome","1584","772","online-replication","TRI","equilateral"
"WDQ37","11311112","Tri-Equilateral","summer22","asynch","Other-Not Listed",21,"English",NA,"united states","I tried my best on each question","4","3","2","","no",18.3538833333333,"1","chrome","1434","720","online-replication","TRI","equilateral"
"M0PPP","11311112","Tri-Equilateral","summer22","asynch","Male",36,"English",NA,"United States","I tried my best on each question","3","4","2","","",12.0030666666667,"2","chrome","2560","1297","online-replication","TRI","equilateral"
"SYW8Y","11311112","Tri-Equilateral","summer22","asynch","Male",44,"English",NA,"United States","I tried my best on each question","4","3","4","The ending times and break times felt very difficult to calculate from this format.","None",7.59373333333333,"1","chrome","1536","714","online-replication","TRI","equilateral"
"4G5CC","11111112","Orth-Equilateral","summer22","asynch","Male",28,"English",NA,"United States","I tried my best on each question","3","4","3","I was confused by the bottom of graph stating start AND end times, and I think it made me miss a couple questions.","N/A",13.6755,"2","chrome","1536","754","online-replication","ORTH","equilateral"
"D3FZH","11111112","Orth-Equilateral","summer22","asynch","Female",39,"English",NA,"United States","I tried my best on each question","4","2","3","","",7.30531666666667,"1","chrome","1440","688","online-replication","ORTH","equilateral"
"7PBLW","11111112","Orth-Equilateral","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","5","2","1","I didn't fully understand the bottom x axis, why is it labeled start AND end time when it signifies where the dot starts the shift and you need to do the math yourself to figure out which dot's end time is where on the graph? I feel like I was missing something but I am not sure what ","NO",13.5101333333333,"3","chrome","1707","891","online-replication","ORTH","equilateral"
"U2H8G","11111112","Orth-Equilateral","summer22","asynch","Female",28,"English",NA,"USA","I tried my best on each question","4","5","5","","",8.67163333333333,"2.5","chrome","1280","720","online-replication","ORTH","equilateral"
"2OPH4","11311112","Tri-Equilateral","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","3","4","2","Not being able to click quickly over to HIT Forker really lowered the amount of money I can make today. Please don't ask people to do this. You are literally depriving impoverished people who make less than $10K a year of money-making opportunities. Thank you.","No.",11.8780833333333,"2","chrome","1680","939","online-replication","TRI","equilateral"
"PR840","11111112","Orth-Equilateral","summer22","asynch","Male",20,"English",NA,"USA","I tried my best on each question","1","5","4","","No",4.13435,"1","chrome","1440","725","online-replication","ORTH","equilateral"
"A41X5","11111112","Orth-Equilateral","summer22","asynch","Female",46,"English",NA,"United States","I tried my best on each question","5","1","2","That was such a confusing graph. I expect it was purposely confusing. If it was not intended as such, then please use a different one.","None",13.0449333333333,"1","chrome","1740","869","online-replication","ORTH","equilateral"
"4CTP0","11111112","Orth-Equilateral","summer22","asynch","Female",46,"English",NA,"United States","I tried my best on each question","3","2","5","It made me feel as though I shouldn't underestimate graphs.","No.",29.9839833333333,"2","chrome","1600","757","online-replication","ORTH","equilateral"
"5J3H6","11111112","Orth-Equilateral","summer22","asynch","Female",25,"English",NA,"USA","I tried my best on each question","4","2","4","","",15.5380666666667,"1","chrome","1280","720","online-replication","ORTH","equilateral"
"Y7FVM","11111112","Orth-Equilateral","summer22","asynch","Male",23,"English",NA,"United states of america","I tried my best on each question","4","2","1","I think I read the graph incorrectly","I do not.",21.7255666666667,"2","chrome","1280","768","online-replication","ORTH","equilateral"
"4AKA2","11111112","Orth-Equilateral","summer22","asynch","Other-Not Listed",30,"English",NA,"United States","I tried my best on each question","4","4","2","","",12.0267333333333,"1","chrome","1536","792","online-replication","ORTH","equilateral"
"M6Y4Z","11111112","Orth-Equilateral","summer22","asynch","Male",19,"English",NA,"United States","I tried my best on each question","4","3","3","Nothing","No",7.60095,"1","chrome","1600","770","online-replication","ORTH","equilateral"
"K5DGU","11111112","Orth-Equilateral","summer22","asynch","Male",28,"English",NA,"United States","I tried my best on each question","5","4","3","There was a typo on one of the questions, I can't remember, but there was one too many ""begins"" in the sentence.","",8.3616,"3.5","chrome","1920","969","online-replication","ORTH","equilateral"
"CZNHA","11311112","Tri-Equilateral","summer22","asynch","Female",26,"English",NA,"USA","I tried my best on each question","4","4","2","none ","none",11.9829333333333,"1","chrome","1280","689","online-replication","TRI","equilateral"
"56OL3","11311112","Tri-Equilateral","summer22","asynch","Female",32,"English",NA,"United States","I tried my best on each question","4","3","2","","No",6.82225,"1","chrome","1728","1000","online-replication","TRI","equilateral"
"G7V3A","11311112","Tri-Equilateral","summer22","asynch","Other-Not Listed",21,"English",NA,"United States","I tried my best on each question","4","3","5","","",6.02103333333333,"1","chrome","1280","800","online-replication","TRI","equilateral"
"QXSGR","11311112","Tri-Equilateral","summer22","asynch","Female",49,"English",NA,"USA","I tried my best on each question","2","4","4","","",11.8198333333333,"1","chrome","1536","722","online-replication","TRI","equilateral"
"5GRSD","11311112","Tri-Equilateral","summer22","asynch","Male",40,"English",NA,"USA","I tried my best on each question","3","3","2","","n/a",6.56236666666667,"1","chrome","1920","916","online-replication","TRI","equilateral"
"UZ4K6","11111112","Orth-Equilateral","summer22","asynch","Male",33,"English",NA,"United States","I tried my best on each question","3","5","5","Nothing in particular. I gave the task my best effort.","None.",20.7833333333333,"2.5","chrome","1360","768","online-replication","ORTH","equilateral"
"63CND","11311112","Tri-Equilateral","summer22","asynch","Male",44,"English",NA,"USA","I tried my best on each question","4","4","5","This was interesting, thank you","NA",13.78505,"3.5","chrome","1281","927","online-replication","TRI","equilateral"
"FGO1E","11311112","Tri-Equilateral","summer22","asynch","Male",57,"English",NA,"United States","I tried my best on each question","4","2","4","","",14.9461333333333,"1","chrome","1433","693","online-replication","TRI","equilateral"
"ZX26B","11111112","Orth-Equilateral","summer22","asynch","Male",31,"English",NA,"United States","I tried my best on each question","4","2","2","","",11.9977166666667,"2","chrome","2560","1329","online-replication","ORTH","equilateral"
"691MW","11111112","Orth-Equilateral","summer22","asynch","Female",51,"English",NA,"United States","I tried my best on each question","4","4","4","I think it was a novel / interesting graph.   I have worked in scheduling before and we used different types of charts. ","No",20.7030333333333,"1","chrome","1920","969","online-replication","ORTH","equilateral"
"2FYOZ","11111112","Orth-Equilateral","summer22","asynch","Male",28,"English",NA,"USA","I tried my best on each question","4","5","4","The graph was set up in a very confusing way. I'd go through how to properly read the graph itself before asking questions.","",6.65108333333333,"1","chrome","1910","976","online-replication","ORTH","equilateral"
"22FPD","11311112","Tri-Equilateral","summer22","asynch","Female",53,"English",NA,"United States","I tried my best on each question","4","3","3","n/a","n/a",14.0202,"1","chrome","1366","768","online-replication","TRI","equilateral"
"WFH24","11311112","Tri-Equilateral","summer22","asynch","Male",29,"English",NA,"USA","I tried my best on each question","4","3","3","","",23.78465,"3","chrome","1536","754","online-replication","TRI","equilateral"
"KVZT7","11311112","Tri-Equilateral","summer22","asynch","Male",30,"English",NA,"usa","I tried my best on each question","4","2","2","no","none",2.14995,"2","chrome","1680","939","online-replication","TRI","equilateral"
"M8XM5","11311112","Tri-Equilateral","summer22","asynch","Female",29,"English",NA,"USA","I tried my best on each question","4","3","2","I am a behavior analyst","",12.1839833333333,"1","chrome","1440","820","online-replication","TRI","equilateral"
"0VG7G","11311112","Tri-Equilateral","summer22","asynch","Male",54,"English",NA,"US","I tried my best on each question","2","4","4","","no",17.602,"3","chrome","1517","694","online-replication","TRI","equilateral"
"VULTG","11111112","Orth-Equilateral","summer22","asynch","Other-Not Listed",22,"English",NA,"United States","I tried my best on each question","2","4","3","","",9.91666666666667,"1","chrome","1440","820","online-replication","ORTH","equilateral"
"57Y8A","11311112","Tri-Equilateral","summer22","asynch","Female",27,"English",NA,"United States","I tried my best on most questions","2","3","2","","",5.51508333333333,"1","chrome","2311","1320","online-replication","TRI","equilateral"
"4T6NO","11311112","Tri-Equilateral","summer22","asynch","Female",42,"English",NA,"United States","I tried my best on most questions","4","3","1","","no",12.9792333333333,"1","chrome","1536","714","online-replication","TRI","equilateral"
"FKYE6","11111112","Orth-Equilateral","summer22","asynch","Female",20,"English",NA,"United States","I tried my best on each question","3","5","5","","",9.11548333333333,"1","chrome","1440","789","online-replication","ORTH","equilateral"
"3C1UG","11111112","Orth-Equilateral","summer22","asynch","Female",24,"English",NA,"USA","I tried my best on each question","1","5","5","","",6.2208,"1","chrome","1504","852","online-replication","ORTH","equilateral"
"ZHGQM","11111112","Orth-Equilateral","summer22","asynch","Female",25,"English",NA,"United States","I tried my best on each question","3","4","4","","",11.3149,"1","chrome","1440","735","online-replication","ORTH","equilateral"
"F7Q5V","11311112","Tri-Equilateral","summer22","asynch","Female",25,"English",NA,"United States","I tried my best on most questions","5","2","3","","",8.4716,"2","chrome","2133","1032","online-replication","TRI","equilateral"
"5KL7Q","11111112","Orth-Equilateral","summer22","asynch","Female",52,"English",NA,"USA","I tried my best on each question","2","5","4","I liked the meme, thanks! ","Nope. ",14.77195,"1","chrome","1366","768","online-replication","ORTH","equilateral"
"K780A","11311112","Tri-Equilateral","summer22","asynch","Female",22,"English",NA,"United States","I tried my best on each question","3","4","2","","",9.65481666666667,"1","chrome","1143","734","online-replication","TRI","equilateral"
"REWC9","11311112","Tri-Equilateral","summer22","asynch","Female",22,"English",NA,"United States","I tried my best on each question","2","4","3","","",9.8659,"2","chrome","1512","805","online-replication","TRI","equilateral"
"KGOFH","11311112","Tri-Equilateral","summer22","asynch","Male",27,"English",NA,"usa","I tried my best on each question","4","3","3","","",9.13615,"1","chrome","1440","691","online-replication","TRI","equilateral"
"E0GFS","11111112","Orth-Equilateral","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","5","2","3","The graph was extremely difficult to read, Im not sure why it was shaped like a triangle, Ive never seen that in my 14 years of learning math ","No",10.058,"4","chrome","1920","969","online-replication","ORTH","equilateral"
"GN4BR","11111112","Orth-Equilateral","summer22","asynch","Female",31,"English",NA,"United States","I tried my best on each question","5","2","3","","",4.97571666666667,"4","chrome","1536","754","online-replication","ORTH","equilateral"
"7WX1G","11111112","Orth-Equilateral","summer22","asynch","Female",34,"English",NA,"USA","I tried my best on each question","4","3","3","","none",18.1918,"1","chrome","1216","700","online-replication","ORTH","equilateral"
"X6HV7","11311112","Tri-Equilateral","summer22","asynch","Male",50,"English",NA,"Greatest country on Earth the You Ess of Eh.","I tried my best on each question","3","4","3","","White male is quite a millstone I tell ya that.",8.70346666666667,"2","chrome","1920","937","online-replication","TRI","equilateral"
"6JC9F","11111112","Orth-Equilateral","summer22","asynch","Female",37,"English",NA,"United States","I tried my best on each question","3","4","5","This was such an interesting study!","None",15.9622666666667,"3","chrome","1517","685","online-replication","ORTH","equilateral"
"1NHXQ","11111112","Orth-Equilateral","summer22","asynch","Female",33,"English",NA,"USA","I tried my best on each question","5","2","4","","Diagnosed ADHD. ",9.8966,"2","chrome","1920","929","online-replication","ORTH","equilateral"
"QRHO8","11111112","Orth-Equilateral","summer22","asynch","Male",42,"English",NA,"United States","I tried my best on each question","5","4","4","I'm curious to know more about how that chart was easy to use, although I suspect that was the goal here. The chart seemed like you should be able to follow the lines downward to find the end time, but they were too steeply angled, and that didn't work.","None",12.8265333333333,"1","chrome","1517","694","online-replication","ORTH","equilateral"
