"block","answer","correct","scaffold","question","scenario","graph","condition","session","experiment","subject","time_elapsed","trial_index","rt","rt_sec","q_order","score","order","pretty_condition","q","study"
"triangular_testing","O",0,"none","during","axis","triangular","1","kilo","reverse","GQ13P",796535,15,31844,32,11,"0","TM-First","text:what","11","SGC2"
"triangular_testing","E",0,"none","meets","axis","triangular","1","kilo","reverse","GQ13P",866685,16,68893,69,12,"0","TM-First","text:what","12","SGC2"
"triangular_testing","AEGHO",0,"none","before+overlap","axis","triangular","1","kilo","reverse","GQ13P",907488,17,39383,39,13,"0","TM-First","text:what","13","SGC2"
"triangular_testing","CI",0,"none","finishes","axis","triangular","1","kilo","reverse","GQ13P",940608,18,31864,32,14,"0","TM-First","text:what","14","SGC2"
"triangular_testing",NA,0,"none","starts+finishes","axis","triangular","1","kilo","reverse","GQ13P",958153,19,16297,16,15,"0","TM-First","text:what","15","SGC2"
"linear_scaffolded","CDL",1,"describe-what","start","longmire","linear","1","kilo","reverse","GQ13P",989814,21,17579,18,1,"1","TM-First","text:what","1","SGC2"
"linear_scaffolded","HJKLO",0,"describe-what","end","longmire","linear","1","kilo","reverse","GQ13P",1011132,22,20070,20,2,"0","TM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","kilo","reverse","GQ13P",1028692,23,16303,16,3,"1","TM-First","text:what","3","SGC2"
"linear_scaffolded","1",1,"describe-what","midpoint","longmire","linear","1","kilo","reverse","GQ13P",1042179,24,12228,12,4,"1","TM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","kilo","reverse","GQ13P",1055576,25,12100,12,5,"1","TM-First","text:what","5","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","1","kilo","reverse","GQ13P",1084078,26,27252,27,6,"1","TM-First","text:what","6","SGC2"
"linear_testing","AB",0,"none","meets","longmire","linear","1","kilo","reverse","GQ13P",1116609,27,31284,31,7,"0","TM-First","text:what","7","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","1","kilo","reverse","GQ13P",1139801,28,21941,22,8,"1","TM-First","text:what","8","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","1","kilo","reverse","GQ13P",1170421,29,29358,29,9,"0","TM-First","text:what","9","SGC2"
"linear_testing","BCDFGHJLO",0,"none","during","longmire","linear","1","kilo","reverse","GQ13P",1237839,30,66167,66,10,"0","TM-First","text:what","10","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","kilo","reverse","GQ13P",1251784,31,12517,13,11,"1","TM-First","text:what","11","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","1","kilo","reverse","GQ13P",1281455,32,28425,28,12,"1","TM-First","text:what","12","SGC2"
"linear_testing","AM",0,"none","overlap+overlap","longmire","linear","1","kilo","reverse","GQ13P",1302648,33,19937,20,13,"0","TM-First","text:what","13","SGC2"
"linear_testing","D",0,"none","contain+duration","longmire","linear","1","kilo","reverse","GQ13P",1330041,34,26138,26,14,"0","TM-First","text:what","14","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","1","kilo","reverse","GQ13P",1356833,35,25540,26,15,"1","TM-First","text:what","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","1","kilo","reverse","GQ13P",1922494,38,59414,59,NA,"1","TM-First","text:what",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","1","kilo","reverse","GQ13P",1970973,39,47123,47,NA,"1","TM-First","text:what",NA,"SGC2"
"triangular_scaffolded","CDL",1,"describe-what","start","longmire","triangular","1","kilo","reverse","13P8A",285050,5,57102,57,1,"1","TM-First","text:what","1","SGC2"
"triangular_scaffolded","HJKLMNO",1,"describe-what","end","longmire","triangular","1","kilo","reverse","13P8A",311816,6,25514,26,2,"1","TM-First","text:what","2","SGC2"
"triangular_scaffolded","GO",1,"describe-what","duration","longmire","triangular","1","kilo","reverse","13P8A",322568,7,9481,9,3,"1","TM-First","text:what","3","SGC2"
"triangular_scaffolded","1",1,"describe-what","midpoint","longmire","triangular","1","kilo","reverse","13P8A",357618,8,33807,34,4,"1","TM-First","text:what","4","SGC2"
"triangular_scaffolded","A",1,"describe-what","start+overlap","longmire","triangular","1","kilo","reverse","13P8A",376458,9,17584,18,5,"1","TM-First","text:what","5","SGC2"
"triangular_testing","ABCDFI",1,"none","before+overlap","longmire","triangular","1","kilo","reverse","13P8A",422982,10,45273,45,6,"1","TM-First","text:what","6","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","1","kilo","reverse","13P8A",462703,11,38476,38,7,"1","TM-First","text:what","7","SGC2"
"triangular_testing","45",1,"none","finishes","longmire","triangular","1","kilo","reverse","13P8A",537891,12,73933,74,8,"1","TM-First","text:what","8","SGC2"
"triangular_testing","GO",1,"none","contain+duration","longmire","triangular","1","kilo","reverse","13P8A",580958,13,41651,42,9,"1","TM-First","text:what","9","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","1","kilo","reverse","13P8A",629341,14,47128,47,10,"1","TM-First","text:what","10","SGC2"
"triangular_testing","BCDFG",1,"none","during","longmire","triangular","1","kilo","reverse","13P8A",676038,15,45220,45,11,"1","TM-First","text:what","11","SGC2"
"triangular_testing","AMN",1,"none","overlap+overlap","longmire","triangular","1","kilo","reverse","13P8A",714610,16,37318,37,12,"1","TM-First","text:what","12","SGC2"
"triangular_testing","68",1,"none","starts","longmire","triangular","1","kilo","reverse","13P8A",743321,17,27461,27,13,"1","TM-First","text:what","13","SGC2"
"triangular_testing","L",0,"none","during+overlap","longmire","triangular","1","kilo","reverse","13P8A",782900,18,38326,38,14,"0","TM-First","text:what","14","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","1","kilo","reverse","13P8A",798298,19,14145,14,15,"1","TM-First","text:what","15","SGC2"
"linear_scaffolded","HO",1,"describe-what","start","axis","linear","1","kilo","reverse","13P8A",856199,21,37411,37,1,"1","TM-First","text:what","1","SGC2"
"linear_scaffolded","4",1,"describe-what","end","axis","linear","1","kilo","reverse","13P8A",868367,22,10912,11,2,"1","TM-First","text:what","2","SGC2"
"linear_scaffolded","AEGHIL",0,"describe-what","duration","axis","linear","1","kilo","reverse","13P8A",914393,23,44772,45,3,"0","TM-First","text:what","3","SGC2"
"linear_scaffolded","8",1,"describe-what","midpoint","axis","linear","1","kilo","reverse","13P8A",934614,24,18965,19,4,"1","TM-First","text:what","4","SGC2"
"linear_scaffolded","7",1,"describe-what","start+overlap","axis","linear","1","kilo","reverse","13P8A",965220,25,29357,29,5,"1","TM-First","text:what","5","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","1","kilo","reverse","13P8A",1002997,26,36532,37,6,"1","TM-First","text:what","6","SGC2"
"linear_testing","MO",0,"none","before+overlap","axis","linear","1","kilo","reverse","13P8A",1036239,27,31994,32,7,"0","TM-First","text:what","7","SGC2"
"linear_testing","ABCEJ",1,"none","overlap+overlap","axis","linear","1","kilo","reverse","13P8A",1066093,28,28604,29,8,"1","TM-First","text:what","8","SGC2"
"linear_testing","4",0,"none","starts","axis","linear","1","kilo","reverse","13P8A",1093955,29,26615,27,9,"0","TM-First","text:what","9","SGC2"
"linear_testing","G",1,"none","meets","axis","linear","1","kilo","reverse","13P8A",1128860,30,33656,34,10,"1","TM-First","text:what","10","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","1","kilo","reverse","13P8A",1144291,31,14183,14,11,"1","TM-First","text:what","11","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","1","kilo","reverse","13P8A",1174227,32,28683,29,12,"1","TM-First","text:what","12","SGC2"
"linear_testing","DNO",0,"none","contain+duration","axis","linear","1","kilo","reverse","13P8A",1199151,33,23672,24,13,"0","TM-First","text:what","13","SGC2"
"linear_testing","4",0,"none","start+duration","axis","linear","1","kilo","reverse","13P8A",1227135,34,26727,27,14,"0","TM-First","text:what","14","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","1","kilo","reverse","13P8A",1247904,35,19518,20,15,"1","TM-First","text:what","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","1","kilo","reverse","13P8A",1969681,38,76532,77,NA,"1","TM-First","text:what",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","1","kilo","reverse","13P8A",2009758,39,38734,39,NA,"1","TM-First","text:what",NA,"SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","kilo","reverse","XX3HL",242489,5,30583,31,1,"0","TM-First","text:what","1","SGC2"
"triangular_scaffolded","4",1,"describe-what","end","axis","triangular","1","kilo","reverse","XX3HL",285982,6,42246,42,2,"1","TM-First","text:what","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"describe-what","duration","axis","triangular","1","kilo","reverse","XX3HL",333178,7,45939,46,3,"1","TM-First","text:what","3","SGC2"
"triangular_scaffolded","8",1,"describe-what","midpoint","axis","triangular","1","kilo","reverse","XX3HL",360134,8,25705,26,4,"1","TM-First","text:what","4","SGC2"
"triangular_scaffolded","7",1,"describe-what","start+overlap","axis","triangular","1","kilo","reverse","XX3HL",413007,9,51622,52,5,"1","TM-First","text:what","5","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","1","kilo","reverse","XX3HL",435849,10,21601,22,6,"1","TM-First","text:what","6","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","1","kilo","reverse","XX3HL",458333,11,21233,21,7,"1","TM-First","text:what","7","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","1","kilo","reverse","XX3HL",483104,12,23523,24,8,"1","TM-First","text:what","8","SGC2"
"triangular_testing","ACEJ",0,"none","overlap+overlap","axis","triangular","1","kilo","reverse","XX3HL",518513,13,34161,34,9,"0","TM-First","text:what","9","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","1","kilo","reverse","XX3HL",588916,14,69157,69,10,"1","TM-First","text:what","10","SGC2"
"triangular_testing","GMO",0,"none","during","axis","triangular","1","kilo","reverse","XX3HL",605516,15,15114,15,11,"0","TM-First","text:what","11","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","1","kilo","reverse","XX3HL",629437,16,22671,23,12,"1","TM-First","text:what","12","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","1","kilo","reverse","XX3HL",640570,17,9885,10,13,"1","TM-First","text:what","13","SGC2"
"triangular_testing","DNO",0,"none","contain+duration","axis","triangular","1","kilo","reverse","XX3HL",669391,18,27566,28,14,"0","TM-First","text:what","14","SGC2"
"triangular_testing","G",1,"none","meets","axis","triangular","1","kilo","reverse","XX3HL",705994,19,35354,35,15,"1","TM-First","text:what","15","SGC2"
"linear_scaffolded","CDL",1,"describe-what","start","longmire","linear","1","kilo","reverse","XX3HL",758428,21,32367,32,1,"1","TM-First","text:what","1","SGC2"
"linear_scaffolded","HJKLMNO",1,"describe-what","end","longmire","linear","1","kilo","reverse","XX3HL",795195,22,35520,36,2,"1","TM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","kilo","reverse","XX3HL",819114,23,22665,23,3,"1","TM-First","text:what","3","SGC2"
"linear_scaffolded","1",1,"describe-what","midpoint","longmire","linear","1","kilo","reverse","XX3HL",838321,24,17943,18,4,"1","TM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","kilo","reverse","XX3HL",848137,25,8557,9,5,"1","TM-First","text:what","5","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","1","kilo","reverse","XX3HL",881572,26,32179,32,6,"1","TM-First","text:what","6","SGC2"
"linear_testing","45",1,"none","finishes","longmire","linear","1","kilo","reverse","XX3HL",931587,27,48758,49,7,"1","TM-First","text:what","7","SGC2"
"linear_testing","BCEFGIJKL",0,"none","start+duration","longmire","linear","1","kilo","reverse","XX3HL",981636,28,48798,49,8,"0","TM-First","text:what","8","SGC2"
"linear_testing","BCDFGHIJLO",0,"none","during","longmire","linear","1","kilo","reverse","XX3HL",1087777,29,104839,105,9,"0","TM-First","text:what","9","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","kilo","reverse","XX3HL",1109746,30,20556,21,10,"1","TM-First","text:what","10","SGC2"
"linear_testing",NA,0,"none","contain+duration","longmire","linear","1","kilo","reverse","XX3HL",1203992,31,92995,93,11,"0","TM-First","text:what","11","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","1","kilo","reverse","XX3HL",1235775,32,30371,30,12,"1","TM-First","text:what","12","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","1","kilo","reverse","XX3HL",1251352,33,14320,14,13,"1","TM-First","text:what","13","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","1","kilo","reverse","XX3HL",1285591,34,32981,33,14,"1","TM-First","text:what","14","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","1","kilo","reverse","XX3HL",1308804,35,21968,22,15,"1","TM-First","text:what","15","SGC2"
"drawingTest",NA,0,"none","duration","jones","none","1","kilo","reverse","XX3HL",1969666,38,83449,83,NA,"0","TM-First","text:what",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","1","kilo","reverse","XX3HL",2040080,39,69070,69,NA,"1","TM-First","text:what",NA,"SGC2"
"triangular_scaffolded","CDL",1,"describe-what","start","longmire","triangular","1","kilo","reverse","V37VJ",246424,5,60188,60,1,"1","TM-First","text:what","1","SGC2"
"triangular_scaffolded","HJKLMNO",1,"describe-what","end","longmire","triangular","1","kilo","reverse","V37VJ",274545,6,26777,27,2,"1","TM-First","text:what","2","SGC2"
"triangular_scaffolded","GO",1,"describe-what","duration","longmire","triangular","1","kilo","reverse","V37VJ",284405,7,8595,9,3,"1","TM-First","text:what","3","SGC2"
"triangular_scaffolded","1",1,"describe-what","midpoint","longmire","triangular","1","kilo","reverse","V37VJ",301470,8,15816,16,4,"1","TM-First","text:what","4","SGC2"
"triangular_scaffolded","A",1,"describe-what","start+overlap","longmire","triangular","1","kilo","reverse","V37VJ",330683,9,27970,28,5,"1","TM-First","text:what","5","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","1","kilo","reverse","V37VJ",371585,10,39654,40,6,"1","TM-First","text:what","6","SGC2"
"triangular_testing","68",1,"none","starts","longmire","triangular","1","kilo","reverse","V37VJ",403617,11,30784,31,7,"1","TM-First","text:what","7","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","1","kilo","reverse","V37VJ",465092,12,60229,60,8,"1","TM-First","text:what","8","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","1","kilo","reverse","V37VJ",535579,13,69163,69,9,"1","TM-First","text:what","9","SGC2"
"triangular_testing","E",0,"none","during+overlap","longmire","triangular","1","kilo","reverse","V37VJ",567845,14,30914,31,10,"0","TM-First","text:what","10","SGC2"
"triangular_testing","35",0,"none","finishes","longmire","triangular","1","kilo","reverse","V37VJ",586910,15,17808,18,11,"0","TM-First","text:what","11","SGC2"
"triangular_testing","ABCDFI",1,"none","before+overlap","longmire","triangular","1","kilo","reverse","V37VJ",669683,16,81512,82,12,"1","TM-First","text:what","12","SGC2"
"triangular_testing","AMN",1,"none","overlap+overlap","longmire","triangular","1","kilo","reverse","V37VJ",692832,17,21806,22,13,"1","TM-First","text:what","13","SGC2"
"triangular_testing","GO",1,"none","contain+duration","longmire","triangular","1","kilo","reverse","V37VJ",710763,18,16676,17,14,"1","TM-First","text:what","14","SGC2"
"triangular_testing","BCDFG",1,"none","during","longmire","triangular","1","kilo","reverse","V37VJ",747472,19,35452,35,15,"1","TM-First","text:what","15","SGC2"
"linear_scaffolded","HO",1,"describe-what","start","axis","linear","1","kilo","reverse","V37VJ",798132,21,32974,33,1,"1","TM-First","text:what","1","SGC2"
