"subject","condition","term","mode","question","q","answer","correct","rt_s","response","num_o"
"3N5PQ","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,25.857,"I ",2
"3N5PQ","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,29.289,"X ",2
"3N5PQ","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,12.206,"B F ",4
"3N5PQ","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.833,"B ",2
"3N5PQ","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,21.826,"F X ",4
"3N5PQ","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,26.918,"B ",2
"3N5PQ","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,48.889,"E F ",4
"R8SJJ","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,23.457,"A ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,8.582,"E ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,11.754,"Z ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,42.583,"U ",2
"R8SJJ","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F ",FALSE,46.861,"F ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,8.499,"E G ",4
"R8SJJ","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,15.983,"B F ",4
"R8SJJ","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,28.737,"E ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,14.439,"I ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,16.598,"X ",2
"R8SJJ","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,8.226,"B F ",4
"R8SJJ","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,5.938,"B ",2
"R8SJJ","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,71.537,"F X ",4
"R8SJJ","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,44.788,"B ",2
"R8SJJ","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F ",FALSE,36.22,"F ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,26.757,"A ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,7.74,"E ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,10.387,"Z ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,58.651,"U ",2
"7OBDZ","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,97.661,"U ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,6.711,"E G ",4
"7OBDZ","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,17.489,"B F ",4
"7OBDZ","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,20.566,"E ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,20.123,"I ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,71.063,"X ",2
"7OBDZ","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,7.177,"B F ",4
"7OBDZ","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.706,"B ",2
"7OBDZ","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,28.106,"F X ",4
"7OBDZ","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,75.061,"B ",2
"7OBDZ","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,85.484,"E F ",4
"3QQX3","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"C ,F ",FALSE,45.031,"C F ",4
"3QQX3","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"A ,K ",FALSE,24.056,"A K ",4
"3QQX3","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"U ,E ",FALSE,25.868,"U E ",4
"3QQX3","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"D ,E ",FALSE,33.073,"D E ",4
"3QQX3","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F ",FALSE,100.523,"F ",2
"3QQX3","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,9.456,"E G ",4
"3QQX3","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,102.035,"B F ",4
"3QQX3","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,89.048,"E ",2
"3QQX3","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,20.485,"I ",2
"3QQX3","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"J ",FALSE,27.756,"J ",2
"3QQX3","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,7.676,"B F ",4
"3QQX3","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.581,"B ",2
"3QQX3","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,25.326,"F X ",4
"3QQX3","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,31.94,"B ",2
"3QQX3","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,62.568,"E F ",4
"9T8HW","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,43.16,"A ",2
"9T8HW","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"K ",FALSE,11.636,"K ",2
"9T8HW","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"O ",FALSE,22.15,"O ",2
"9T8HW","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"E ",FALSE,14.338,"E ",2
"9T8HW","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,14.33,"O ",2
"9T8HW","11115","winter22","asynch","Which shift(s) are six hours long?",6,"B ,F ",FALSE,31.066,"B F ",4
"9T8HW","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,61.841,"B F ",4
"9T8HW","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"I ,O ",FALSE,51.978,"I O ",4
"9T8HW","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"F ,I ",FALSE,11.008,"F I ",4
"9T8HW","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"F ,Z ",FALSE,20.27,"F Z ",4
"9T8HW","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"F ",FALSE,14.58,"F ",2
"9T8HW","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"",FALSE,11.943,"",0
"9T8HW","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"H ,L ",FALSE,32.268,"H L ",4
"9T8HW","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,11.775,"",0
"9T8HW","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K ,X ",FALSE,12.795,"K X ",4
"NU1ZQ","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,16.259,"A ",2
"NU1ZQ","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,8.473,"E ",2
"NU1ZQ","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,27.974,"Z ",2
"NU1ZQ","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,30.646,"U ",2
"NU1ZQ","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,102.839,"U ",2
"NU1ZQ","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,9.297,"E G ",4
"NU1ZQ","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,14.452,"B F ",4
"NU1ZQ","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,41.979,"E ",2
"NU1ZQ","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,29.554,"I ",2
"NU1ZQ","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"F ,X ",FALSE,28.491,"F X ",4
"NU1ZQ","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,7.525,"B F ",4
"NU1ZQ","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.388,"B ",2
"NU1ZQ","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,14.167,"F X ",4
"NU1ZQ","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,49.894,"B ",2
"NU1ZQ","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,50.005,"E F ",4
"64VZS","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"F ",FALSE,35.115,"F ",2
"64VZS","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"K ",FALSE,6.853,"K ",2
"64VZS","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"F ",FALSE,19.097,"F ",2
"64VZS","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"H ",FALSE,13.479,"H ",2
"64VZS","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,14.36,"O ",2
"64VZS","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,22.847,"E G ",4
"64VZS","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O ,X ",FALSE,27.002,"O X ",4
"64VZS","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G ",FALSE,51.356,"G ",2
"64VZS","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,79.803,"I ",2
"64VZS","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"E ",FALSE,11.477,"E ",2
"64VZS","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"L ,M ",FALSE,7.582,"L M ",4
"64VZS","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"G ",FALSE,10.262,"G ",2
"64VZS","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"E ,F ",FALSE,8.881,"E F ",4
"64VZS","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"X ",FALSE,10.869,"X ",2
"64VZS","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K ,X ",FALSE,9.226,"K X ",4
"3SG1K","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"F ",FALSE,78.703,"F ",2
"3SG1K","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"K ",FALSE,38.203,"K ",2
"3SG1K","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"F ",FALSE,13.856,"F ",2
"3SG1K","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"H ",FALSE,6.409,"H ",2
"3SG1K","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,51.092,"O ",2
"3SG1K","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,8.042,"E G ",4
"3SG1K","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O ,X ",FALSE,29.702,"O X ",4
"3SG1K","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G ",FALSE,83.417,"G ",2
"3SG1K","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,26.778,"I ",2
"3SG1K","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"E ",FALSE,8.597,"E ",2
"3SG1K","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,14.554,"B F ",4
"3SG1K","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"G ",FALSE,13.967,"G ",2
"3SG1K","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"E ,F ",FALSE,21.055,"E F ",4
"3SG1K","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"X ",FALSE,12.824,"X ",2
"3SG1K","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K ,X ",FALSE,15.125,"K X ",4
"OW65D","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,26.524,"A ",2
"OW65D","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,10.047,"E ",2
"OW65D","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,105.093,"Z ",2
"OW65D","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,39.988,"U ",2
"OW65D","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ,U ",FALSE,92.242,"O U ",4
"OW65D","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,24.639,"E G ",4
"OW65D","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,64.821,"B F ",4
"OW65D","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,36.891,"E ",2
"OW65D","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,34.416,"I ",2
"OW65D","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,38.241,"X ",2
"OW65D","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,10.701,"B F ",4
"OW65D","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,8.383,"B ",2
"OW65D","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,35.338,"F X ",4
"OW65D","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,34.883,"B ",2
"OW65D","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,49.673,"E F ",4
"3H75M","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,18.349,"",0
"3H75M","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"X ",FALSE,7.224,"X ",2
"3H75M","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"J ",FALSE,19.414,"J ",2
"3H75M","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"K ,G ",FALSE,21.028,"K G ",4
"3H75M","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F ",FALSE,15.861,"F ",2
"3H75M","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,14.006,"E G ",4
"3H75M","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"C ,H ",FALSE,24.214,"C H ",4
"3H75M","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"A ,K ",FALSE,19.75,"A K ",4
"3H75M","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,27.994,"I ",2
"3H75M","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"G ",FALSE,25.12,"G ",2
"3H75M","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"L ,M ",FALSE,8.029,"L M ",4
"3H75M","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"G ",FALSE,9.412,"G ",2
"3H75M","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"O ,X ",FALSE,39.436,"O X ",4
"3H75M","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,9.806,"",0
"3H75M","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B ,I ,O ",FALSE,33.138,"B I O ",6
"B8HA2","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,27.099,"A ",2
"B8HA2","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,7.172,"E ",2
"B8HA2","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,14.672,"Z ",2
"B8HA2","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,60.358,"U ",2
"B8HA2","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,164.407,"U ",2
"B8HA2","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,10.326,"E G ",4
"B8HA2","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,18.968,"B F ",4
"B8HA2","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,46.752,"E ",2
"B8HA2","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,22.24,"I ",2
"B8HA2","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,47.925,"X ",2
"B8HA2","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"M ",FALSE,8.29,"M ",2
"B8HA2","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,5.163,"B ",2
"B8HA2","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,35.646,"F X ",4
"B8HA2","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,17.866,"B ",2
"B8HA2","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,339.106,"E F ",4
"GYGOR","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,19.534,"A ",2
"GYGOR","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,10.49,"E ",2
"GYGOR","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,47.107,"Z ",2
"GYGOR","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"D ,E ",FALSE,28.517,"D E ",4
"GYGOR","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"J ,D ",FALSE,40.603,"J D ",4
"GYGOR","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,9.08,"E G ",4
"GYGOR","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,19.382,"B F ",4
"GYGOR","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,42.952,"E ",2
"GYGOR","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,12.35,"I ",2
"GYGOR","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"J ",FALSE,20.722,"J ",2
"GYGOR","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,9.323,"B F ",4
"GYGOR","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,9.371,"B ",2
"GYGOR","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,41.641,"F X ",4
"GYGOR","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,47.096,"B ",2
"GYGOR","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,85.089,"E F ",4
"7SV52","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,22.345,"A ",2
"7SV52","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,8.314,"E ",2
"7SV52","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"K ",FALSE,47.979,"K ",2
"7SV52","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"J ,H ",FALSE,29.401,"J H ",4
"7SV52","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,9.938,"O ",2
"7SV52","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,17.414,"E G ",4
"7SV52","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,17.886,"B F ",4
"7SV52","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,102.775,"E ",2
"7SV52","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,24.712,"I ",2
"7SV52","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,111.332,"X ",2
"7SV52","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,11.768,"B F ",4
"7SV52","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,4.641,"B ",2
"7SV52","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,17.006,"F X ",4
"7SV52","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,66.172,"B ",2
"7SV52","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F ",FALSE,44.874,"F ",2
"S4EK0","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,34.46,"A ",2
"S4EK0","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,10.817,"E ",2
"S4EK0","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,11.784,"Z ",2
"S4EK0","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,20.154,"U ",2
"S4EK0","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,64.942,"U ",2
"S4EK0","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,8.701,"E G ",4
"S4EK0","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,15.391,"B F ",4
"S4EK0","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,22.045,"E ",2
"S4EK0","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,22.97,"I ",2
"S4EK0","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,34.361,"X ",2
"S4EK0","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ",FALSE,13.986,"B ",2
"S4EK0","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,8.198,"B ",2
"S4EK0","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,18.538,"F X ",4
"S4EK0","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,17.334,"B ",2
"S4EK0","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,21.789,"E F ",4
"KQBZN","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,15.534,"A ",2
"KQBZN","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,32.183,"E ",2
"KQBZN","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,12.464,"Z ",2
"KQBZN","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,11.818,"U ",2
"KQBZN","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,62.218,"U ",2
"KQBZN","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,7.657,"E G ",4
"KQBZN","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,16.203,"B F ",4
"KQBZN","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,27.007,"E ",2
"KQBZN","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,122.725,"I ",2
"KQBZN","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,28.334,"X ",2
"KQBZN","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,10.71,"B F ",4
"KQBZN","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,5.399,"B ",2
"KQBZN","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,31.984,"F X ",4
"KQBZN","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,30.092,"B ",2
"KQBZN","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,97.643,"E F ",4
"WEG15","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,28.067,"A ",2
"WEG15","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,11.462,"E ",2
"WEG15","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,39.826,"Z ",2
"WEG15","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"D ,E ",FALSE,29.975,"D E ",4
"WEG15","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,18.901,"O ",2
"WEG15","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,17.999,"E G ",4
"WEG15","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,32.527,"B F ",4
"WEG15","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,88.3,"E ",2
"WEG15","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,36.391,"I ",2
"WEG15","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,48.506,"X ",2
"WEG15","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,8.573,"B F ",4
"WEG15","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,6.543,"B ",2
"WEG15","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,15.117,"F X ",4
"WEG15","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,117.533,"B ",2
