"subject","mode","pretty_condition","question","score","implicit","explicit"
"K6ZDW","lab-synch","ixv-impasse",12,9.5,"impasse","ixv"
"K6ZDW","lab-synch","ixv-impasse",13,10.5,"impasse","ixv"
"1ZY3L","lab-synch","none-control",1,0.5,"none","none"
"1ZY3L","lab-synch","none-control",2,1.5,"none","none"
"1ZY3L","lab-synch","none-control",3,2.5,"none","none"
"1ZY3L","lab-synch","none-control",4,3.5,"none","none"
"1ZY3L","lab-synch","none-control",5,4.5,"none","none"
"1ZY3L","lab-synch","none-control",6,5.5,"none","none"
"1ZY3L","lab-synch","none-control",7,6.5,"none","none"
"1ZY3L","lab-synch","none-control",8,7.5,"none","none"
"1ZY3L","lab-synch","none-control",9,8,"none","none"
"1ZY3L","lab-synch","none-control",10,9,"none","none"
"1ZY3L","lab-synch","none-control",11,10,"none","none"
"1ZY3L","lab-synch","none-control",12,10.5,"none","none"
"1ZY3L","lab-synch","none-control",13,11.5,"none","none"
"DQQQX","lab-synch","none-control",1,-1,"none","none"
"DQQQX","lab-synch","none-control",2,-2,"none","none"
"DQQQX","lab-synch","none-control",3,-3,"none","none"
"DQQQX","lab-synch","none-control",4,-4,"none","none"
"DQQQX","lab-synch","none-control",5,-5,"none","none"
"DQQQX","lab-synch","none-control",6,-6,"none","none"
"DQQQX","lab-synch","none-control",7,-7,"none","none"
"DQQQX","lab-synch","none-control",8,-8,"none","none"
"DQQQX","lab-synch","none-control",9,-9,"none","none"
"DQQQX","lab-synch","none-control",10,-10,"none","none"
"DQQQX","lab-synch","none-control",11,-11,"none","none"
"DQQQX","lab-synch","none-control",12,-12,"none","none"
"DQQQX","lab-synch","none-control",13,-13,"none","none"
"VJNWA","lab-synch","none-control",1,-1,"none","none"
"VJNWA","lab-synch","none-control",2,-2,"none","none"
"VJNWA","lab-synch","none-control",3,-3,"none","none"
"VJNWA","lab-synch","none-control",4,-4,"none","none"
"VJNWA","lab-synch","none-control",5,-5,"none","none"
"VJNWA","lab-synch","none-control",6,-6,"none","none"
"VJNWA","lab-synch","none-control",7,-7,"none","none"
"VJNWA","lab-synch","none-control",8,-8,"none","none"
"VJNWA","lab-synch","none-control",9,-9,"none","none"
"VJNWA","lab-synch","none-control",10,-10,"none","none"
"VJNWA","lab-synch","none-control",11,-11,"none","none"
"VJNWA","lab-synch","none-control",12,-12,"none","none"
"VJNWA","lab-synch","none-control",13,-13,"none","none"
"FU11G","lab-synch","none-impasse",1,0,"impasse","none"
"FU11G","lab-synch","none-impasse",2,1,"impasse","none"
"FU11G","lab-synch","none-impasse",3,0.5,"impasse","none"
"FU11G","lab-synch","none-impasse",4,0.5,"impasse","none"
"FU11G","lab-synch","none-impasse",5,1,"impasse","none"
"FU11G","lab-synch","none-impasse",6,0,"impasse","none"
"FU11G","lab-synch","none-impasse",7,-0.5,"impasse","none"
"FU11G","lab-synch","none-impasse",8,-1,"impasse","none"
"FU11G","lab-synch","none-impasse",9,-2,"impasse","none"
"FU11G","lab-synch","none-impasse",10,-3,"impasse","none"
"FU11G","lab-synch","none-impasse",11,-3.5,"impasse","none"
"FU11G","lab-synch","none-impasse",12,-3,"impasse","none"
"FU11G","lab-synch","none-impasse",13,-2.5,"impasse","none"
"4FETN","lab-synch","none-impasse",1,-1,"impasse","none"
"4FETN","lab-synch","none-impasse",2,0,"impasse","none"
"4FETN","lab-synch","none-impasse",3,1,"impasse","none"
"4FETN","lab-synch","none-impasse",4,2,"impasse","none"
"4FETN","lab-synch","none-impasse",5,3,"impasse","none"
"4FETN","lab-synch","none-impasse",6,4,"impasse","none"
"4FETN","lab-synch","none-impasse",7,5,"impasse","none"
"4FETN","lab-synch","none-impasse",8,6,"impasse","none"
"4FETN","lab-synch","none-impasse",9,7,"impasse","none"
"4FETN","lab-synch","none-impasse",10,8,"impasse","none"
"4FETN","lab-synch","none-impasse",11,9,"impasse","none"
"4FETN","lab-synch","none-impasse",12,10,"impasse","none"
"4FETN","lab-synch","none-impasse",13,11,"impasse","none"
"CKRHQ","lab-synch","none-impasse",1,-1,"impasse","none"
"CKRHQ","lab-synch","none-impasse",2,-1,"impasse","none"
"CKRHQ","lab-synch","none-impasse",3,-0.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",4,-1,"impasse","none"
"CKRHQ","lab-synch","none-impasse",5,-2,"impasse","none"
"CKRHQ","lab-synch","none-impasse",6,-3,"impasse","none"
"CKRHQ","lab-synch","none-impasse",7,-3.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",8,-4.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",9,-5.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",10,-6.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",11,-7.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",12,-8.5,"impasse","none"
"CKRHQ","lab-synch","none-impasse",13,-9.5,"impasse","none"
"9393C","lab-synch","none-impasse",1,-1,"impasse","none"
"9393C","lab-synch","none-impasse",2,-1,"impasse","none"
"9393C","lab-synch","none-impasse",3,-2,"impasse","none"
"9393C","lab-synch","none-impasse",4,-3,"impasse","none"
"9393C","lab-synch","none-impasse",5,-4,"impasse","none"
"9393C","lab-synch","none-impasse",6,-5,"impasse","none"
"9393C","lab-synch","none-impasse",7,-6,"impasse","none"
"9393C","lab-synch","none-impasse",8,-7,"impasse","none"
"9393C","lab-synch","none-impasse",9,-8,"impasse","none"
"9393C","lab-synch","none-impasse",10,-9,"impasse","none"
"9393C","lab-synch","none-impasse",11,-10,"impasse","none"
"9393C","lab-synch","none-impasse",12,-11,"impasse","none"
"9393C","lab-synch","none-impasse",13,-12,"impasse","none"
"S4G9E","lab-synch","none-control",1,-1,"none","none"
"S4G9E","lab-synch","none-control",2,-2,"none","none"
"S4G9E","lab-synch","none-control",3,-3,"none","none"
"S4G9E","lab-synch","none-control",4,-4,"none","none"
"S4G9E","lab-synch","none-control",5,-5,"none","none"
"S4G9E","lab-synch","none-control",6,-6,"none","none"
"S4G9E","lab-synch","none-control",7,-7,"none","none"
"S4G9E","lab-synch","none-control",8,-8,"none","none"
"S4G9E","lab-synch","none-control",9,-9,"none","none"
"S4G9E","lab-synch","none-control",10,-10,"none","none"
"S4G9E","lab-synch","none-control",11,-11,"none","none"
"S4G9E","lab-synch","none-control",12,-12,"none","none"
"S4G9E","lab-synch","none-control",13,-13,"none","none"
"L0W0F","lab-synch","none-control",1,1,"none","none"
"L0W0F","lab-synch","none-control",2,2,"none","none"
"L0W0F","lab-synch","none-control",3,3,"none","none"
"L0W0F","lab-synch","none-control",4,4,"none","none"
"L0W0F","lab-synch","none-control",5,5,"none","none"
"L0W0F","lab-synch","none-control",6,6,"none","none"
"L0W0F","lab-synch","none-control",7,7,"none","none"
"L0W0F","lab-synch","none-control",8,8,"none","none"
"L0W0F","lab-synch","none-control",9,9,"none","none"
"L0W0F","lab-synch","none-control",10,10,"none","none"
"L0W0F","lab-synch","none-control",11,11,"none","none"
"L0W0F","lab-synch","none-control",12,12,"none","none"
"L0W0F","lab-synch","none-control",13,13,"none","none"
"ZJPX1","lab-synch","none-impasse",1,1,"impasse","none"
"ZJPX1","lab-synch","none-impasse",2,2,"impasse","none"
"ZJPX1","lab-synch","none-impasse",3,1.5,"impasse","none"
"ZJPX1","lab-synch","none-impasse",4,1,"impasse","none"
"ZJPX1","lab-synch","none-impasse",5,0,"impasse","none"
"ZJPX1","lab-synch","none-impasse",6,-1,"impasse","none"
"ZJPX1","lab-synch","none-impasse",7,-2,"impasse","none"
"ZJPX1","lab-synch","none-impasse",8,-3,"impasse","none"
"ZJPX1","lab-synch","none-impasse",9,-4,"impasse","none"
"ZJPX1","lab-synch","none-impasse",10,-5,"impasse","none"
"ZJPX1","lab-synch","none-impasse",11,-6,"impasse","none"
"ZJPX1","lab-synch","none-impasse",12,-7,"impasse","none"
"ZJPX1","lab-synch","none-impasse",13,-8,"impasse","none"
"JZWPZ","lab-synch","none-impasse",1,-1,"impasse","none"
"JZWPZ","lab-synch","none-impasse",2,-2,"impasse","none"
"JZWPZ","lab-synch","none-impasse",3,-1,"impasse","none"
"JZWPZ","lab-synch","none-impasse",4,-2,"impasse","none"
"JZWPZ","lab-synch","none-impasse",5,-3,"impasse","none"
"JZWPZ","lab-synch","none-impasse",6,-4,"impasse","none"
"JZWPZ","lab-synch","none-impasse",7,-5,"impasse","none"
"JZWPZ","lab-synch","none-impasse",8,-4,"impasse","none"
"JZWPZ","lab-synch","none-impasse",9,-5,"impasse","none"
"JZWPZ","lab-synch","none-impasse",10,-6,"impasse","none"
"JZWPZ","lab-synch","none-impasse",11,-7,"impasse","none"
"JZWPZ","lab-synch","none-impasse",12,-8,"impasse","none"
"JZWPZ","lab-synch","none-impasse",13,-9,"impasse","none"
"DD3DE","lab-synch","none-control",1,-1,"none","none"
"DD3DE","lab-synch","none-control",2,-2,"none","none"
"DD3DE","lab-synch","none-control",3,-3,"none","none"
"DD3DE","lab-synch","none-control",4,-4,"none","none"
"DD3DE","lab-synch","none-control",5,-5,"none","none"
"DD3DE","lab-synch","none-control",6,-6,"none","none"
"DD3DE","lab-synch","none-control",7,-7,"none","none"
"DD3DE","lab-synch","none-control",8,-8,"none","none"
"DD3DE","lab-synch","none-control",9,-9,"none","none"
"DD3DE","lab-synch","none-control",10,-10,"none","none"
"DD3DE","lab-synch","none-control",11,-11,"none","none"
"DD3DE","lab-synch","none-control",12,-12,"none","none"
"DD3DE","lab-synch","none-control",13,-13,"none","none"
"OVZHS","lab-synch","none-control",1,-1,"none","none"
"OVZHS","lab-synch","none-control",2,-2,"none","none"
"OVZHS","lab-synch","none-control",3,-3,"none","none"
"OVZHS","lab-synch","none-control",4,-4,"none","none"
"OVZHS","lab-synch","none-control",5,-4.5,"none","none"
"OVZHS","lab-synch","none-control",6,-5.5,"none","none"
"OVZHS","lab-synch","none-control",7,-6.5,"none","none"
"OVZHS","lab-synch","none-control",8,-7.5,"none","none"
"OVZHS","lab-synch","none-control",9,-8.5,"none","none"
"OVZHS","lab-synch","none-control",10,-9.5,"none","none"
"OVZHS","lab-synch","none-control",11,-10.5,"none","none"
"OVZHS","lab-synch","none-control",12,-11.5,"none","none"
"OVZHS","lab-synch","none-control",13,-12.5,"none","none"
"J2MPW","lab-synch","none-impasse",1,0,"impasse","none"
"J2MPW","lab-synch","none-impasse",2,1,"impasse","none"
"J2MPW","lab-synch","none-impasse",3,2,"impasse","none"
"J2MPW","lab-synch","none-impasse",4,3,"impasse","none"
"J2MPW","lab-synch","none-impasse",5,4,"impasse","none"
"J2MPW","lab-synch","none-impasse",6,5,"impasse","none"
"J2MPW","lab-synch","none-impasse",7,6,"impasse","none"
"J2MPW","lab-synch","none-impasse",8,7,"impasse","none"
"J2MPW","lab-synch","none-impasse",9,8,"impasse","none"
"J2MPW","lab-synch","none-impasse",10,9,"impasse","none"
"J2MPW","lab-synch","none-impasse",11,10,"impasse","none"
"J2MPW","lab-synch","none-impasse",12,11,"impasse","none"
"J2MPW","lab-synch","none-impasse",13,12,"impasse","none"
"XX1TE","lab-synch","none-control",1,-1,"none","none"
"XX1TE","lab-synch","none-control",2,-2,"none","none"
"XX1TE","lab-synch","none-control",3,-3,"none","none"
"XX1TE","lab-synch","none-control",4,-4,"none","none"
"XX1TE","lab-synch","none-control",5,-5,"none","none"
"XX1TE","lab-synch","none-control",6,-6,"none","none"
"XX1TE","lab-synch","none-control",7,-7,"none","none"
"XX1TE","lab-synch","none-control",8,-8,"none","none"
"XX1TE","lab-synch","none-control",9,-9,"none","none"
"XX1TE","lab-synch","none-control",10,-10,"none","none"
"XX1TE","lab-synch","none-control",11,-11,"none","none"
"XX1TE","lab-synch","none-control",12,-12,"none","none"
"XX1TE","lab-synch","none-control",13,-13,"none","none"
"B4LD9","lab-synch","none-control",1,-1,"none","none"
"B4LD9","lab-synch","none-control",2,-2,"none","none"
"B4LD9","lab-synch","none-control",3,-1.5,"none","none"
"B4LD9","lab-synch","none-control",4,-0.5,"none","none"
"B4LD9","lab-synch","none-control",5,0.5,"none","none"
"B4LD9","lab-synch","none-control",6,-0.5,"none","none"
"B4LD9","lab-synch","none-control",7,-0.5,"none","none"
"B4LD9","lab-synch","none-control",8,-1.5,"none","none"
"B4LD9","lab-synch","none-control",9,-2.5,"none","none"
"B4LD9","lab-synch","none-control",10,-3.5,"none","none"
"B4LD9","lab-synch","none-control",11,-4.5,"none","none"
"B4LD9","lab-synch","none-control",12,-5.5,"none","none"
"B4LD9","lab-synch","none-control",13,-6.5,"none","none"
"QY1F7","lab-synch","none-impasse",1,0.5,"impasse","none"
"QY1F7","lab-synch","none-impasse",2,1.5,"impasse","none"
"QY1F7","lab-synch","none-impasse",3,2.5,"impasse","none"
"QY1F7","lab-synch","none-impasse",4,3.5,"impasse","none"
"QY1F7","lab-synch","none-impasse",5,4,"impasse","none"
"QY1F7","lab-synch","none-impasse",6,5,"impasse","none"
"QY1F7","lab-synch","none-impasse",7,4.5,"impasse","none"
"QY1F7","lab-synch","none-impasse",8,4,"impasse","none"
"QY1F7","lab-synch","none-impasse",9,3,"impasse","none"
"QY1F7","lab-synch","none-impasse",10,2,"impasse","none"
"QY1F7","lab-synch","none-impasse",11,1,"impasse","none"
"QY1F7","lab-synch","none-impasse",12,0,"impasse","none"
"QY1F7","lab-synch","none-impasse",13,0,"impasse","none"
"TVQKD","lab-synch","none-impasse",1,0,"impasse","none"
"TVQKD","lab-synch","none-impasse",2,1,"impasse","none"
"TVQKD","lab-synch","none-impasse",3,1.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",4,1,"impasse","none"
"TVQKD","lab-synch","none-impasse",5,0.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",6,1.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",7,1,"impasse","none"
"TVQKD","lab-synch","none-impasse",8,0.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",9,1.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",10,2.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",11,3.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",12,4.5,"impasse","none"
"TVQKD","lab-synch","none-impasse",13,5.5,"impasse","none"
"8LGZ4","lab-synch","none-control",1,-1,"none","none"
"8LGZ4","lab-synch","none-control",2,-2,"none","none"
"8LGZ4","lab-synch","none-control",3,-3,"none","none"
"8LGZ4","lab-synch","none-control",4,-4,"none","none"
"8LGZ4","lab-synch","none-control",5,-5,"none","none"
"8LGZ4","lab-synch","none-control",6,-6,"none","none"
"8LGZ4","lab-synch","none-control",7,-7,"none","none"
"8LGZ4","lab-synch","none-control",8,-8,"none","none"
"8LGZ4","lab-synch","none-control",9,-9,"none","none"
"8LGZ4","lab-synch","none-control",10,-10,"none","none"
"8LGZ4","lab-synch","none-control",11,-11,"none","none"
"8LGZ4","lab-synch","none-control",12,-11.5,"none","none"
"8LGZ4","lab-synch","none-control",13,-12.5,"none","none"
"HJ5O5","lab-synch","none-control",1,1,"none","none"
"HJ5O5","lab-synch","none-control",2,2,"none","none"
"HJ5O5","lab-synch","none-control",3,3,"none","none"
"HJ5O5","lab-synch","none-control",4,4,"none","none"
"HJ5O5","lab-synch","none-control",5,5,"none","none"
"HJ5O5","lab-synch","none-control",6,6,"none","none"
"HJ5O5","lab-synch","none-control",7,7,"none","none"
"HJ5O5","lab-synch","none-control",8,8,"none","none"
"HJ5O5","lab-synch","none-control",9,9,"none","none"
"HJ5O5","lab-synch","none-control",10,10,"none","none"
"HJ5O5","lab-synch","none-control",11,11,"none","none"
"HJ5O5","lab-synch","none-control",12,12,"none","none"
"HJ5O5","lab-synch","none-control",13,13,"none","none"
"YKJOR","lab-synch","none-control",1,-1,"none","none"
"YKJOR","lab-synch","none-control",2,-2,"none","none"
"YKJOR","lab-synch","none-control",3,-3,"none","none"
"YKJOR","lab-synch","none-control",4,-4,"none","none"
"YKJOR","lab-synch","none-control",5,-5,"none","none"
"YKJOR","lab-synch","none-control",6,-6,"none","none"
"YKJOR","lab-synch","none-control",7,-7,"none","none"
"YKJOR","lab-synch","none-control",8,-8,"none","none"
"YKJOR","lab-synch","none-control",9,-9,"none","none"
"YKJOR","lab-synch","none-control",10,-10,"none","none"
"YKJOR","lab-synch","none-control",11,-11,"none","none"
"YKJOR","lab-synch","none-control",12,-12,"none","none"
"YKJOR","lab-synch","none-control",13,-13,"none","none"
"PQN6T","lab-synch","none-control",1,-1,"none","none"
"PQN6T","lab-synch","none-control",2,-2,"none","none"
"PQN6T","lab-synch","none-control",3,-1.5,"none","none"
"PQN6T","lab-synch","none-control",4,-2,"none","none"
"PQN6T","lab-synch","none-control",5,-1,"none","none"
"PQN6T","lab-synch","none-control",6,-2,"none","none"
"PQN6T","lab-synch","none-control",7,-2.5,"none","none"
"PQN6T","lab-synch","none-control",8,-3,"none","none"
"PQN6T","lab-synch","none-control",9,-4,"none","none"
"PQN6T","lab-synch","none-control",10,-5,"none","none"
"PQN6T","lab-synch","none-control",11,-5.5,"none","none"
"PQN6T","lab-synch","none-control",12,-6,"none","none"
"PQN6T","lab-synch","none-control",13,-6.5,"none","none"
"6MWHZ","lab-synch","none-impasse",1,0.5,"impasse","none"
"6MWHZ","lab-synch","none-impasse",2,1.5,"impasse","none"
"6MWHZ","lab-synch","none-impasse",3,2,"impasse","none"
"6MWHZ","lab-synch","none-impasse",4,3,"impasse","none"
"6MWHZ","lab-synch","none-impasse",5,4,"impasse","none"
"6MWHZ","lab-synch","none-impasse",6,3,"impasse","none"
"6MWHZ","lab-synch","none-impasse",7,2.5,"impasse","none"
"6MWHZ","lab-synch","none-impasse",8,3,"impasse","none"
"6MWHZ","lab-synch","none-impasse",9,4,"impasse","none"
"6MWHZ","lab-synch","none-impasse",10,5,"impasse","none"
"6MWHZ","lab-synch","none-impasse",11,6,"impasse","none"
"6MWHZ","lab-synch","none-impasse",12,7,"impasse","none"
"6MWHZ","lab-synch","none-impasse",13,8,"impasse","none"
"QUCDX","lab-synch","none-control",1,-1,"none","none"
"QUCDX","lab-synch","none-control",2,-2,"none","none"
"QUCDX","lab-synch","none-control",3,-3,"none","none"
"QUCDX","lab-synch","none-control",4,-4,"none","none"
"QUCDX","lab-synch","none-control",5,-5,"none","none"
"QUCDX","lab-synch","none-control",6,-6,"none","none"
"QUCDX","lab-synch","none-control",7,-7,"none","none"
"QUCDX","lab-synch","none-control",8,-8,"none","none"
"QUCDX","lab-synch","none-control",9,-9,"none","none"
"QUCDX","lab-synch","none-control",10,-10,"none","none"
"QUCDX","lab-synch","none-control",11,-11,"none","none"
"QUCDX","lab-synch","none-control",12,-12,"none","none"
"QUCDX","lab-synch","none-control",13,-13,"none","none"
"J994U","lab-synch","none-control",1,-1,"none","none"
"J994U","lab-synch","none-control",2,-2,"none","none"
"J994U","lab-synch","none-control",3,-3,"none","none"
"J994U","lab-synch","none-control",4,-4,"none","none"
"J994U","lab-synch","none-control",5,-5,"none","none"
"J994U","lab-synch","none-control",6,-6,"none","none"
"J994U","lab-synch","none-control",7,-7,"none","none"
"J994U","lab-synch","none-control",8,-8,"none","none"
"J994U","lab-synch","none-control",9,-9,"none","none"
"J994U","lab-synch","none-control",10,-10,"none","none"
"J994U","lab-synch","none-control",11,-11,"none","none"
"J994U","lab-synch","none-control",12,-12,"none","none"
"J994U","lab-synch","none-control",13,-13,"none","none"
"BKTUJ","lab-synch","none-control",1,-1,"none","none"
"BKTUJ","lab-synch","none-control",2,-2,"none","none"
"BKTUJ","lab-synch","none-control",3,-3,"none","none"
"BKTUJ","lab-synch","none-control",4,-4,"none","none"
"BKTUJ","lab-synch","none-control",5,-5,"none","none"
"BKTUJ","lab-synch","none-control",6,-6,"none","none"
"BKTUJ","lab-synch","none-control",7,-7,"none","none"
"BKTUJ","lab-synch","none-control",8,-8,"none","none"
"BKTUJ","lab-synch","none-control",9,-9,"none","none"
"BKTUJ","lab-synch","none-control",10,-10,"none","none"
"BKTUJ","lab-synch","none-control",11,-11,"none","none"
"BKTUJ","lab-synch","none-control",12,-11,"none","none"
"BKTUJ","lab-synch","none-control",13,-12,"none","none"
"X9GRY","lab-synch","none-impasse",1,1,"impasse","none"
"X9GRY","lab-synch","none-impasse",2,2,"impasse","none"
"X9GRY","lab-synch","none-impasse",3,3,"impasse","none"
"X9GRY","lab-synch","none-impasse",4,4,"impasse","none"
"X9GRY","lab-synch","none-impasse",5,5,"impasse","none"
"X9GRY","lab-synch","none-impasse",6,6,"impasse","none"
"X9GRY","lab-synch","none-impasse",7,7,"impasse","none"
"X9GRY","lab-synch","none-impasse",8,8,"impasse","none"
"X9GRY","lab-synch","none-impasse",9,9,"impasse","none"
"X9GRY","lab-synch","none-impasse",10,10,"impasse","none"
"X9GRY","lab-synch","none-impasse",11,11,"impasse","none"
"X9GRY","lab-synch","none-impasse",12,12,"impasse","none"
"X9GRY","lab-synch","none-impasse",13,13,"impasse","none"
"KYTVX","lab-synch","none-control",1,-1,"none","none"
"KYTVX","lab-synch","none-control",2,-2,"none","none"
"KYTVX","lab-synch","none-control",3,-3,"none","none"
"KYTVX","lab-synch","none-control",4,-4,"none","none"
"KYTVX","lab-synch","none-control",5,-5,"none","none"
"KYTVX","lab-synch","none-control",6,-6,"none","none"
"KYTVX","lab-synch","none-control",7,-7,"none","none"
"KYTVX","lab-synch","none-control",8,-8,"none","none"
"KYTVX","lab-synch","none-control",9,-9,"none","none"
"KYTVX","lab-synch","none-control",10,-10,"none","none"
"KYTVX","lab-synch","none-control",11,-11,"none","none"
"KYTVX","lab-synch","none-control",12,-11,"none","none"
"KYTVX","lab-synch","none-control",13,-12,"none","none"
"UQWX4","lab-synch","none-control",1,-1,"none","none"
"UQWX4","lab-synch","none-control",2,-2,"none","none"
"UQWX4","lab-synch","none-control",3,-3,"none","none"
"UQWX4","lab-synch","none-control",4,-4,"none","none"
"UQWX4","lab-synch","none-control",5,-5,"none","none"
"UQWX4","lab-synch","none-control",6,-6,"none","none"
"UQWX4","lab-synch","none-control",7,-7,"none","none"
"UQWX4","lab-synch","none-control",8,-8,"none","none"
"UQWX4","lab-synch","none-control",9,-9,"none","none"
"UQWX4","lab-synch","none-control",10,-10,"none","none"
"UQWX4","lab-synch","none-control",11,-11,"none","none"
"UQWX4","lab-synch","none-control",12,-12,"none","none"
"UQWX4","lab-synch","none-control",13,-13,"none","none"
"4RGO3","lab-synch","none-control",1,-1,"none","none"
"4RGO3","lab-synch","none-control",2,-2,"none","none"
"4RGO3","lab-synch","none-control",3,-3,"none","none"
"4RGO3","lab-synch","none-control",4,-3.5,"none","none"
"4RGO3","lab-synch","none-control",5,-4.5,"none","none"
"4RGO3","lab-synch","none-control",6,-5.5,"none","none"
"4RGO3","lab-synch","none-control",7,-6.5,"none","none"
"4RGO3","lab-synch","none-control",8,-7.5,"none","none"
"4RGO3","lab-synch","none-control",9,-8.5,"none","none"
"4RGO3","lab-synch","none-control",10,-9.5,"none","none"
"4RGO3","lab-synch","none-control",11,-10.5,"none","none"
"4RGO3","lab-synch","none-control",12,-11.5,"none","none"
"4RGO3","lab-synch","none-control",13,-12.5,"none","none"
"Z5Z7P","lab-synch","none-control",1,-1,"none","none"
"Z5Z7P","lab-synch","none-control",2,-2,"none","none"
"Z5Z7P","lab-synch","none-control",3,-3,"none","none"
"Z5Z7P","lab-synch","none-control",4,-4,"none","none"
"Z5Z7P","lab-synch","none-control",5,-3,"none","none"
"Z5Z7P","lab-synch","none-control",6,-4,"none","none"
"Z5Z7P","lab-synch","none-control",7,-5,"none","none"
"Z5Z7P","lab-synch","none-control",8,-6,"none","none"
"Z5Z7P","lab-synch","none-control",9,-7,"none","none"
"Z5Z7P","lab-synch","none-control",10,-8,"none","none"
"Z5Z7P","lab-synch","none-control",11,-9,"none","none"
"Z5Z7P","lab-synch","none-control",12,-10,"none","none"
"Z5Z7P","lab-synch","none-control",13,-11,"none","none"
"YE3VQ","lab-synch","none-impasse",1,0.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",2,1,"impasse","none"
"YE3VQ","lab-synch","none-impasse",3,0.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",4,1.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",5,1,"impasse","none"
"YE3VQ","lab-synch","none-impasse",6,0,"impasse","none"
"YE3VQ","lab-synch","none-impasse",7,-0.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",8,0.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",9,0.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",10,-0.5,"impasse","none"
"YE3VQ","lab-synch","none-impasse",11,-1,"impasse","none"
"YE3VQ","lab-synch","none-impasse",12,0,"impasse","none"
"YE3VQ","lab-synch","none-impasse",13,-0.5,"impasse","none"
"DKL3R","lab-synch","none-impasse",1,1,"impasse","none"
"DKL3R","lab-synch","none-impasse",2,2,"impasse","none"
"DKL3R","lab-synch","none-impasse",3,2.5,"impasse","none"
"DKL3R","lab-synch","none-impasse",4,3,"impasse","none"
"DKL3R","lab-synch","none-impasse",5,4,"impasse","none"
"DKL3R","lab-synch","none-impasse",6,3,"impasse","none"
"DKL3R","lab-synch","none-impasse",7,2,"impasse","none"
"DKL3R","lab-synch","none-impasse",8,3,"impasse","none"
"DKL3R","lab-synch","none-impasse",9,2,"impasse","none"
"DKL3R","lab-synch","none-impasse",10,1,"impasse","none"
"DKL3R","lab-synch","none-impasse",11,2,"impasse","none"
"DKL3R","lab-synch","none-impasse",12,1,"impasse","none"
"DKL3R","lab-synch","none-impasse",13,0,"impasse","none"
"781AU","lab-synch","none-control",1,-1,"none","none"
"781AU","lab-synch","none-control",2,-2,"none","none"
"781AU","lab-synch","none-control",3,-1.5,"none","none"
"781AU","lab-synch","none-control",4,-2.5,"none","none"
"781AU","lab-synch","none-control",5,-2.5,"none","none"
"781AU","lab-synch","none-control",6,-3.5,"none","none"
"781AU","lab-synch","none-control",7,-4.5,"none","none"
"781AU","lab-synch","none-control",8,-4,"none","none"
"781AU","lab-synch","none-control",9,-5,"none","none"
"781AU","lab-synch","none-control",10,-6,"none","none"
"781AU","lab-synch","none-control",11,-6.5,"none","none"
"781AU","lab-synch","none-control",12,-7.5,"none","none"
"781AU","lab-synch","none-control",13,-8.5,"none","none"
"CC7G0","lab-synch","none-control",1,1,"none","none"
"CC7G0","lab-synch","none-control",2,2,"none","none"
"CC7G0","lab-synch","none-control",3,3,"none","none"
"CC7G0","lab-synch","none-control",4,4,"none","none"
"CC7G0","lab-synch","none-control",5,5,"none","none"
"CC7G0","lab-synch","none-control",6,6,"none","none"
"CC7G0","lab-synch","none-control",7,5,"none","none"
"CC7G0","lab-synch","none-control",8,6,"none","none"
"CC7G0","lab-synch","none-control",9,7,"none","none"
"CC7G0","lab-synch","none-control",10,8,"none","none"
"CC7G0","lab-synch","none-control",11,9,"none","none"
"CC7G0","lab-synch","none-control",12,10,"none","none"
"CC7G0","lab-synch","none-control",13,11,"none","none"
"A9CZD","lab-synch","none-control",1,1,"none","none"
"A9CZD","lab-synch","none-control",2,2,"none","none"
"A9CZD","lab-synch","none-control",3,3,"none","none"
"A9CZD","lab-synch","none-control",4,4,"none","none"
"A9CZD","lab-synch","none-control",5,5,"none","none"
"A9CZD","lab-synch","none-control",6,6,"none","none"
"A9CZD","lab-synch","none-control",7,7,"none","none"
"A9CZD","lab-synch","none-control",8,8,"none","none"
"A9CZD","lab-synch","none-control",9,9,"none","none"
"A9CZD","lab-synch","none-control",10,10,"none","none"
"A9CZD","lab-synch","none-control",11,11,"none","none"
"A9CZD","lab-synch","none-control",12,12,"none","none"
"A9CZD","lab-synch","none-control",13,13,"none","none"
"DOQRP","lab-synch","none-impasse",1,-1,"impasse","none"
"DOQRP","lab-synch","none-impasse",2,-1,"impasse","none"
